mbr+ spr+ brc
8304 66426 6
1523 175397 3
4290 481713 4
5333 288768 11
9847 173865 6
6261 415226 4
8309 37239 9
6902 115335 2
1153 434920 11
8641 123055 3
9868 259083 1
3064 398990 4
5156 341177 3
1656 131574 10
6052 145520 1
408 97906 6
3917 151761 7
8265 120283 7
5710 347638 10
5107 342794 5
4396 491772 3
2158 333462 9
2116 79164 1
9574 330381 6
8181 40056 8
7476 366291 1
2790 133867 4
7989 260702 3
2626 400825 5
4648 444739 7
2424 472984 6
7097 393012 9
8360 250678 6
1611 345169 8
3991 250038 4
1893 252609 1
3578 489383 9
2143 388487 5
119 313047 10
8782 496320 9
2033 29177 1
9106 130 4
9710 96565 3
9743 210884 6
1947 165750 1
7737 142865 11
7401 217811 4
9104 437804 3
843 376582 5
1580 475404 8
2853 249923 9
523 417348 6
7412 288212 10
8928 358571 4
5904 484303 4
7195 426725 8
6081 73558 4
2838 86272 10
7341 495858 10
6869 489915 8
1236 239090 10
5199 333073 10
6187 308561 11
3781 424285 9
5879 358656 1
5551 131321 2
5965 440996 11
4168 366559 9
2817 58782 11
6706 140783 3
4229 114312 7
4085 228923 9
9839 310513 11
3771 386110 8
3556 493752 6
7820 164046 10
2509 416614 5
6 488501 11
2590 395071 7
5299 21687 11
6915 302415 6
7620 4847 3
2766 490103 2
4560 335142 9
6205 305278 6
3392 43917 1
3664 358237 5
1255 304897 5
3983 65144 7
4498 48153 1
4751 424128 11
3336 148490 3
7766 46004 11
1231 258771 11
9594 466073 4
5408 111182 8
7316 166494 11
4322 335538 5
5352 163819 11
8570 397570 10
3094 87030 8
8249 308065 1
4946 367884 10
8403 333735 10
926 341150 6
7738 373620 4
3936 349057 6
3066 50990 4
7235 213143 3
1251 452280 7
5670 84458 11
9406 211682 6
2217 396061 11
2025 405778 11
3394 494894 8
5966 200242 6
2257 475597 8
1702 489167 4
8010 264977 9
6764 163264 10
385 470290 3
6486 236191 4
1586 92074 11
8418 133363 4
1061 305250 4
2275 111912 11
8266 88649 6
795 284184 5
1102 302011 3
2990 243913 10
8323 447121 7
6708 26588 4
1423 180715 2
903 479716 10
5777 130763 1
9566 455312 8
6787 426687 11
1731 100978 2
3009 281401 8
1480 248114 5
5560 50183 9
2772 144825 1
7119 460918 4
7362 80587 8
5070 144494 10
1033 355612 10
8896 222036 6
7574 95722 9
9107 21684 1
5240 187809 3
5300 94831 2
8448 108088 10
3828 101900 10
6739 170917 7
5324 481243 1
6153 491230 1
9021 182374 1
4564 209712 10
3504 267337 8
7094 292269 7
3171 309385 2
3058 48140 10
3784 135248 10
3506 345419 5
5869 320575 1
3107 478068 6
2950 62746 7
7815 64709 5
6317 498945 11
3405 456061 9
2204 317310 5
7271 107530 1
5589 329976 1
4439 323884 1
1717 212298 5
447 478503 6
8907 153818 6
5351 443209 10
4714 192402 6
5365 250073 11
9192 456586 11
3942 353902 10
1904 409343 4
5770 147797 7
7669 151752 2
7731 252299 8
2656 177570 8
803 456198 10
5436 323885 4
9962 100660 8
5762 479470 8
3366 34126 11
6730 268574 2
2411 199789 6
8108 220775 10
9655 336049 10
8191 462657 1
9245 185157 4
952 88580 1
9592 14478 3
8836 35956 4
8970 242056 3
7943 258819 3
1616 499968 2
5134 10733 8
3550 76498 4
7874 440987 11
2159 58354 1
5008 150679 9
8229 428958 3
1771 312650 4
3189 184867 2
6508 441401 3
5270 311183 5
3168 170851 1
3346 235087 1
8827 155703 7
3506 389746 1
9918 400704 7
958 346535 1
458 199378 5
1560 21310 8
9304 397064 8
9518 57896 4
5280 251459 5
1236 151805 11
6017 67531 7
6365 348413 1
9410 153575 4
2575 16376 8
2103 207488 6
992 307229 8
7110 389559 4
2195 94825 2
5160 355104 6
9737 17497 6
6665 183293 3
3887 97416 1
4255 63613 8
1872 332496 8
9112 164668 11
188 17391 11
2915 240967 8
9444 484844 8
6049 404121 11
4252 212386 1
5720 192427 2
2279 103961 5
6918 124066 1
8159 144687 8
7920 212219 6
1739 451929 7
192 158953 2
8272 433839 7
347 58540 10
9060 249431 4
663 399946 3
4542 426421 9
1077 313368 2
9667 263143 6
1434 165080 1
9991 452257 5
2809 130072 4
820 188466 3
3848 483998 2
8406 359429 8
9843 309199 1
5450 482176 8
1025 332706 2
9526 276826 6
935 213260 3
884 291453 1
1328 497220 10
2621 477521 11
125 240333 10
2680 381776 8
4151 291722 9
8738 273207 8
7918 40098 8
3899 176599 2
7419 274001 6
3024 496598 7
9168 352414 2
9477 265907 4
6073 82823 1
3243 33987 9
844 355861 2
7278 288556 2
84 226901 4
4380 440124 8
1903 331477 5
9770 237386 2
4285 224718 10
5391 417463 11
4314 355876 7
3560 379446 1
3465 234007 1
441 436795 7
8633 241353 2
2451 228406 2
9862 392557 6
8610 253781 3
1508 425580 9
4551 291273 9
1784 445330 11
7977 345356 8
4570 342764 9
3618 34149 6
3293 454464 10
5919 243896 7
2104 293291 2
180 73135 2
1356 256383 10
7707 269550 4
9022 342746 2
5528 401584 4
4229 331281 5
1787 454768 1
1212 484327 2
557 247569 9
4219 362936 3
8376 33543 4
1668 114794 3
9903 474485 4
7583 491190 6
5228 10103 2
2690 43066 8
7467 131092 8
3313 215270 8
1614 123494 1
8669 402456 2
9700 49767 8
8121 315457 8
3539 15717 5
8247 322948 8
6027 17131 1
328 29297 9
7376 107595 11
9864 226783 11
1939 239173 4
248 235647 6
1353 317537 4
3187 428625 10
6279 378743 8
6673 362049 5
5547 494565 11
5786 154756 3
5569 444622 5
9582 145285 4
9216 45614 7
3667 364805 4
4966 392168 11
5504 477366 3
5047 89160 11
8809 226842 4
8358 447925 7
4322 448841 9
8646 403371 4
2476 239682 5
3276 207266 5
694 297736 4
2692 43127 7
7480 185112 10
5898 185299 4
5936 289705 6
4505 202800 9
5419 357103 6
9089 1082 3
1686 116965 5
6234 478396 8
4721 13011 7
7730 431531 6
8166 429153 9
4834 209766 4
3878 431831 3
4504 221571 1
6755 4151 1
6911 195192 2
2776 296339 4
1608 227762 1
9637 302167 2
5638 178004 9
9896 172666 8
120 458183 6
707 298141 4
3442 382237 7
5818 274221 5
7377 373548 4
4933 468676 8
5871 421263 10
3288 159972 6
2459 398284 10
6731 324092 2
9941 418860 10
9793 415809 9
2972 79679 8
2496 149683 5
1417 201743 2
1931 66461 9
8286 310816 3
3869 10871 7
9031 84658 6
9308 167169 11
8588 249150 6
5023 157298 10
1120 290963 7
9746 228609 2
746 138964 8
9713 318759 3
9981 157433 1
9424 154096 4
5202 467187 7
7344 218615 2
7425 483432 11
404 205082 3
4425 119303 10
2252 158056 5
4395 300768 9
2363 215718 1
9369 167718 5
7810 155730 3
3391 45900 1
41 166932 7
5401 399385 1
233 481122 8
1604 312810 1
9795 245331 3
5955 140869 3
15 185920 9
8578 153033 2
5453 416194 4
1584 379528 5
2462 157554 3
1910 123507 7
7566 148698 6
7358 495685 3
4819 135477 1
5212 119443 2
6885 25558 11
8202 192352 3
6556 430509 3
4791 115953 5
8588 30096 10
8039 152067 7
4688 111876 4
2567 55599 7
8514 148197 2
1439 80623 7
2508 109336 6
3957 241027 4
4854 137056 7
3006 414080 10
2938 420470 5
5307 431197 11
4304 369131 7
7745 354889 3
505 54712 3
6222 377803 8
8436 181635 7
2432 33104 6
1120 116424 10
358 393926 1
8504 27631 11
5373 89969 5
2723 42770 11
1680 379806 6
5983 34424 10
6353 274974 4
2999 217913 1
169 265263 2
8249 33662 3
8077 116858 3
6611 475484 4
3698 436171 2
1367 444643 2
7468 193802 11
2691 74763 4
268 34375 7
3290 190706 2
8903 391779 5
5290 39887 2
8725 42466 2
8973 309670 9
9062 346152 6
1710 135779 6
6454 147920 5
2256 130217 9
3460 278428 2
5634 8093 10
7893 249495 10
3787 318954 3
1924 210623 7
9869 194537 10
4563 445328 7
9606 227877 9
2514 330939 1
2194 275080 4
3580 195663 4
5105 63724 3
5643 152643 2
915 199024 2
8219 19560 7
8655 497450 3
8502 311081 6
1630 150199 3
136 175739 3
2428 192429 11
1958 164061 6
1967 310693 7
9524 437059 2
2583 259740 5
6625 196708 11
7483 110883 7
8224 309007 10
2680 104301 8
1243 88806 2
8933 345734 7
9569 213995 7
7733 153671 9
5505 489964 9
6313 430513 8
8035 46832 11
2714 343984 6
4563 86127 3
9955 153674 9
9269 476910 8
8529 449368 11
1677 256235 7
9061 173274 7
2656 355567 6
8492 353016 9
8215 355709 1
6187 145653 8
4702 230426 3
2888 69227 3
5888 112662 6
7326 132777 9
13 100014 11
2427 120410 11
4911 96106 10
7124 282771 5
2399 206741 2
7572 180540 1
3744 181973 9
8861 86434 8
6259 452380 5
3170 368916 1
8567 396707 6
5423 101527 11
7549 279909 8
3840 465154 4
6957 49020 10
8834 453573 1
4444 331871 5
9574 137741 3
9487 185620 10
1 152256 4
2717 428673 4
8981 314759 6
7766 268915 7
4948 497558 11
2742 394160 6
7745 140572 5
8102 71491 6
4344 481399 9
6714 184856 1
3081 194533 6
5881 460393 11
6870 422884 4
5969 290300 2
3479 87432 10
6247 359957 11
8222 443177 1
9050 257320 9
3938 461379 5
4151 248686 10
1270 58325 9
1360 103738 2
5677 370674 11
6745 319984 6
7801 176468 7
3266 95443 7
9322 324144 4
947 403191 9
6456 57368 3
9920 329701 9
187 154414 9
1551 463875 7
2850 98067 7
4593 237153 2
4948 282238 3
1338 172106 2
2425 275370 5
2137 129389 2
6357 40127 5
1274 325458 10
9009 18097 2
4955 189989 8
5644 351298 1
3028 162025 3
7664 173196 11
4004 200757 4
6000 180 11
9889 485522 6
8300 470066 8
9374 360468 10
9451 440070 10
2095 332807 11
6805 229823 10
3242 192914 4
6295 248768 1
7278 103814 9
6565 340698 5
5722 389586 4
1615 24921 9
1955 482299 8
3144 33068 11
9256 199622 9
6676 315641 8
7807 479070 7
5482 231185 2
8516 158543 5
7842 472893 1
2681 188139 1
6258 387382 11
4062 292771 2
7514 330430 5
5901 146857 11
8415 206022 4
6605 486298 5
1588 382529 11
7127 82938 9
9390 365600 7
8531 487934 7
4227 406769 11
3271 98250 3
1469 476066 9
9591 312576 5
4870 396817 11
1572 41570 3
6211 63880 4
1824 364621 5
2126 472086 9
2 277106 10
8694 45624 9
9499 496422 2
224 124457 10
4094 176815 9
8831 224560 8
1976 470556 11
4988 62795 3
3785 258915 9
3142 320076 3
9810 138881 3
703 414624 11
582 57975 9
5919 76666 8
2965 350525 4
9602 243040 1
1637 117781 5
3219 194463 3
3617 164886 3
9042 27097 7
3479 434372 3
8139 371150 5
2212 214030 7
9631 70278 8
7878 361549 10
3159 59588 8
6551 151700 10
6687 369039 3
39 129615 6
2842 253893 7
1390 435023 4
8290 358955 4
7842 362916 6
8277 230131 2
5847 293434 1
7577 61305 11
7337 212485 3
2726 474238 10
5739 67454 11
712 454480 5
1737 494216 4
6845 269897 4
5685 151845 4
650 45956 6
5324 401778 6
108 203262 9
4378 302765 11
8082 244253 9
9016 136120 7
2650 443555 7
3360 336545 4
5450 126133 8
9758 217984 3
6617 197729 2
214 143338 1
7241 117937 8
3549 220942 6
6227 24764 11
5452 7458 1
4912 361329 6
2658 70663 4
8552 246423 11
6 225106 8
8588 230362 8
4121 219699 6
1834 42200 7
3339 222083 4
162 290722 11
6342 214976 10
9329 281389 9
3430 263296 5
7922 17661 1
805 183926 6
4730 436618 11
866 458205 10
9596 264832 5
7845 265498 2
5240 15678 7
3827 463411 2
3430 363005 9
9395 83507 7
905 474393 2
4349 56224 9
8899 189657 2
604 466322 5
5643 409326 11
8741 151113 11
9242 374488 11
1016 386822 4
1602 426594 3
3004 11326 4
9173 22076 11
2603 31216 4
9506 167255 5
9596 244575 8
7555 58296 3
1931 437289 2
9964 318041 2
5288 326598 11
4357 490213 3
3649 391679 6
4522 357589 4
5495 283442 7
5629 354745 1
6487 92597 10
5508 315900 10
1041 169098 3
2669 378119 2
8454 105624 1
1566 334911 2
9300 443894 3
6877 108242 8
756 226408 2
286 285940 2
8315 34152 2
7744 456831 7
262 452427 9
1187 141608 6
7368 425442 10
8982 123762 5
801 376962 9
92 459253 3
2922 463779 10
2539 296635 5
1370 263139 5
6074 469749 8
5771 46023 2
6353 153327 8
3635 430522 10
531 235239 2
6185 460404 7
1474 465435 7
9859 294456 2
9344 195272 2
3997 205680 7
89 377470 10
870 328909 9
1587 116302 2
335 8974 7
9227 2092 2
6699 479338 5
9688 59752 7
2158 307479 7
2371 397680 9
3373 300959 1
7513 430583 11
7429 197728 3
6840 350963 2
9017 174707 3
123 168739 10
9063 222332 9
520 405025 4
2967 177211 7
1308 340846 3
4953 151505 6
9034 350549 4
4052 475575 7
197 361174 10
4025 38020 1
2662 94158 11
3706 55029 5
904 299749 11
8616 4333 1
2943 252579 7
6670 406171 8
3256 225946 8
5827 247539 10
1164 211028 4
8372 208509 3
5282 56543 5
3204 5110 5
677 407618 3
2030 206196 3
2896 268028 9
7843 399589 11
4513 191538 10
326 189205 5
9105 26913 1
1083 126588 1
4244 44530 11
3937 236605 6
6643 465127 10
9118 181889 1
830 438402 1
6464 121671 5
8150 401102 2
7756 204747 8
362 385332 8
7880 360739 10
47 85365 4
8789 238408 5
1772 101861 10
8883 67216 11
6887 345205 4
7940 179444 8
2321 23266 9
2612 176641 4
4688 437151 9
9018 155406 2
6515 329868 8
9245 402340 4
3256 247369 10
107 198897 7
7237 413468 9
5276 353295 11
5280 232949 5
9750 187175 7
4916 278441 4
128 99306 7
468 79828 1
3835 242900 2
8110 86517 6
1883 62694 6
2104 321251 5
7330 115025 1
5679 347602 1
747 460919 2
3556 30302 4
1539 71154 1
2896 38433 3
3226 127319 6
2898 145905 1
9110 17325 3
2236 456243 1
130 354654 6
6275 213287 2
2190 125456 4
9606 315546 4
2928 460946 4
9686 346451 1
4444 171885 3
3763 211046 1
9058 176273 7
9903 474282 7
6140 462028 2
7816 472539 6
6727 383558 9
4857 114011 7
7851 297085 9
6088 257544 9
4556 19722 10
7522 235743 2
1015 262378 4
9097 284510 11
1113 348671 5
8311 109528 3
4791 279319 3
1847 40878 9
9114 299827 8
4108 287767 11
3737 179210 6
6788 94603 9
8143 81249 2
1309 368882 4
8717 79648 6
2202 192021 2
6825 98560 10
8463 145600 1
4726 338695 3
7267 256186 7
1082 220633 9
8415 423633 4
2478 450902 6
1973 16437 5
8579 159211 8
3004 264928 2
6741 262745 11
7326 159629 6
5130 44080 8
598 356901 3
8219 337819 7
4629 276844 5
7165 186189 5
1592 3314 7
1352 12650 3
8522 397137 5
3190 232522 1
7158 255359 5
5423 220599 9
6846 24405 11
8426 271457 2
6907 442186 7
3596 145793 6
2028 120594 10
422 150567 3
1854 447004 5
8109 222327 11
5335 131536 6
7292 314629 1
4904 275737 9
3063 362314 6
8143 27691 7
1227 390960 3
1076 199968 3
3203 123459 1
7820 241018 11
8316 200483 8
7967 344818 7
9443 262588 8
1371 319158 1
9499 133199 2
8329 470277 6
6588 438806 2
8121 267112 10
279 495206 9
2865 69809 4
4738 463948 1
1012 27658 8
4907 237493 4
6149 105282 3
6794 207211 8
5452 332939 11
2296 409654 4
917 98335 7
4426 243163 4
9134 192350 5
2227 234290 2
4571 314471 10
884 98309 3
6634 189234 1
1411 424150 7
6126 94428 11
6393 464276 1
2653 135645 1
8555 406209 6
5178 324259 7
3423 343732 2
6652 267288 8
7569 424533 10
9387 438812 5
8851 66351 11
3125 421021 3
7868 60080 11
1360 171548 4
6559 160167 7
264 359208 7
3858 105572 5
9618 360125 11
4922 181420 6
7402 178353 8
8276 182418 2
1594 228238 10
7427 368806 8
6684 238152 4
4429 336266 8
143 457423 1
2614 50743 4
9242 493000 11
8767 236275 2
7796 458392 5
7734 445007 2
7550 219692 5
7855 174453 10
9639 105461 6
3131 384571 3
2456 256994 6
7385 209552 9
4840 381170 11
5406 425919 4
6249 89304 9
8424 84264 6
2213 342432 11
5484 92768 3
9711 278231 4
6808 307875 7
6253 137017 11
5868 52184 7
678 289643 2
9636 336327 6
7763 1454 11
2490 192627 4
7333 72258 10
9509 67409 5
1165 272325 9
5228 44007 7
7709 246510 8
4543 85230 11
3205 425986 6
3461 43608 8
1128 213194 3
3223 188476 11
1187 323663 5
2010 159784 1
4008 348107 5
2638 412828 7
805 8465 6
5342 63829 7
7590 455760 1
9914 336000 8
565 412185 10
9302 362480 9
8185 371625 4
2130 474764 7
7603 261509 8
3489 47420 11
4512 8299 1
1687 136051 5
182 478171 1
2572 449456 6
8866 130781 8
4422 353488 1
2176 95272 11
8086 308792 8
6931 176672 10
7638 292204 6
2624 412026 1
2119 79978 3
2170 339800 11
4062 286898 6
6965 463466 2
1695 210755 8
4377 128973 4
8749 172358 8
5074 446936 6
9501 387646 8
9080 242524 9
4083 334702 2
9645 108977 11
3145 252242 5
3516 369868 11
9569 224061 7
5675 426670 4
93 333380 10
7196 237521 7
9842 383868 9
661 225501 6
2029 410076 3
6750 259414 7
5056 472176 4
952 8183 10
1050 244368 4
9032 3074 7
4073 23254 11
7971 141364 5
1113 147491 6
8398 324790 8
3165 25051 11
6509 92493 10
6227 193803 11
3645 448144 10
8955 405666 11
1702 108797 5
2458 498046 6
1286 144294 7
287 350758 6
9381 275035 8
84 375307 9
5611 137998 5
5468 120777 7
8426 407258 8
3086 341452 10
1694 158982 2
7263 137649 9
113 362109 7
3090 426955 2
7671 409138 3
1221 41625 2
8715 296529 5
5777 121007 7
7964 299347 8
7614 297627 9
3340 148814 2
2888 491822 6
588 300853 11
8064 174309 8
9502 420176 4
2172 89246 3
5517 439293 2
2645 230211 6
7213 119768 10
807 427333 8
9345 358181 7
7034 437861 10
4768 407219 1
9059 263651 10
4821 60700 6
8697 427487 5
3484 211664 5
1147 222108 3
9083 394863 6
4275 225523 6
5728 237190 1
9334 84484 4
300 97520 2
3746 260228 2
6217 62028 1
1044 120473 2
9683 468914 3
4053 424114 10
4295 148548 3
6142 429070 4
1394 122131 4
5785 90106 3
9709 150204 9
7249 402568 2
8463 29060 4
6130 22441 9
9854 423160 10
673 447106 4
1715 289927 2
3428 249060 1
4942 112648 9
3416 458761 10
8411 450212 10
6965 115567 9
263 303776 5
4464 196057 5
7362 288229 8
411 289716 8
5600 179980 4
4544 426238 5
6373 87418 4
3433 479265 4
7476 212915 10
6253 177205 3
1172 166661 7
4273 61194 9
6416 289228 3
3477 273710 11
3212 367881 3
5095 121860 9
5187 161235 9
8219 6956 8
802 1191 11
2292 216403 6
2863 260211 5
6396 460957 7
2449 50033 4
2592 159934 7
8047 410044 3
7357 469074 9
6256 163257 2
162 38873 7
3497 176474 4
9434 462712 2
9395 236798 11
1188 356844 1
9413 206119 5
7423 124575 11
409 210178 4
5983 131962 6
8555 191366 4
1726 355660 7
3671 478983 8
7012 487941 9
4899 272354 4
9485 425272 10
441 291928 7
2011 222366 2
6868 313960 9
9956 255128 11
3348 416287 9
9289 22349 11
1362 268970 11
8146 344875 10
8173 467534 6
5540 443478 11
4518 476569 6
3717 297117 9
2947 23218 3
5641 417177 5
4503 453749 3
2124 264691 8
8639 293667 1
5794 182872 1
7918 164043 6
8573 102639 9
8601 187778 11
7055 300669 1
676 345912 6
2290 416271 2
3540 11181 10
4800 210838 2
6124 252330 2
99 234477 1
9293 72557 11
1860 342766 8
2447 295321 8
1042 255851 10
2901 434898 4
8242 309388 10
8506 378478 6
8267 401287 6
9895 38201 6
7662 116610 4
9446 152241 3
6696 498090 8
3385 328248 6
9615 120218 1
3625 29977 3
5929 266725 8
2711 417793 9
4695 15017 1
304 463376 10
7394 293400 6
700 15249 11
4081 95030 10
184 274172 6
911 319932 4
2589 313879 7
1047 122261 9
3102 141090 3
8533 33104 1
7808 20704 7
9714 78394 10
1541 215108 11
9319 296850 5
5303 111521 10
4576 306770 10
6176 29469 10
1896 301091 1
7578 83911 9
6487 336838 11
6511 373817 8
1254 329979 4
474 162490 7
2511 233637 8
2793 295701 3
4218 189558 1
1690 115198 11
8015 497599 11
4199 29747 7
248 417009 9
5899 59370 7
3173 356148 11
1065 193005 5
4370 147150 2
7009 173352 5
9751 190238 8
6174 472319 5
7618 87939 9
2544 221205 11
5822 332057 6
6151 363187 7
3590 109586 5
5802 289821 4
2080 143690 1
8798 285959 1
1625 208258 3
3980 1421 4
913 176275 9
3580 299954 7
5625 420291 4
3593 188422 4
7702 446912 6
5948 131720 4
1226 125788 9
8778 142674 11
1742 397970 11
949 440427 8
9013 454226 6
317 323533 8
703 279902 9
8974 114897 4
3466 67655 10
8880 147819 11
4904 62738 7
835 145002 7
9246 321138 6
94 419398 11
3314 229793 6
7599 243993 6
5814 64115 4
8088 15014 11
9418 28221 2
3413 402522 9
5338 227075 4
7022 325491 5
9956 170901 8
8639 365661 9
5786 125863 7
5299 498652 10
9916 197038 8
9992 269173 9
6503 135267 9
4673 367257 9
3853 309229 2
5624 556 1
1512 271918 9
4968 411215 11
1737 464089 11
6862 389111 2
7045 186879 11
9812 300373 1
279 146845 9
7022 450692 9
7205 286206 10
6736 280460 10
5982 48756 8
6684 257244 11
5161 396320 4
3300 227688 4
2364 452888 7
2956 496499 6
6758 364818 6
7884 454353 11
9211 189193 11
6036 263966 9
2559 143703 1
3835 201903 7
2153 448121 7
4064 167323 10
5662 323592 5
9633 238288 10
5336 226775 7
4579 186227 4
1514 489294 4
5931 189754 8
635 461853 3
9555 279718 2
5177 46702 3
7741 331741 2
8923 449734 3
3515 443971 1
1586 178454 6
1259 158944 9
5424 96048 8
2084 370103 11
7881 436687 1
5601 235017 1
9128 218365 2
5282 49487 5
7916 55485 4
2939 98251 11
1530 42259 6
4104 487745 10
6792 248281 7
6449 346285 11
2361 102085 8
5609 111913 6
3172 378448 1
4311 301514 10
2126 185516 3
56 84413 10
8478 416653 4
8319 44401 11
4743 321430 2
1548 475609 10
7086 198454 6
6075 202000 1
9902 40374 9
2485 160796 10
8362 347099 5
6569 96773 10
6916 385259 9
6653 272690 2
8054 494395 9
3821 93776 11
9172 456630 5
432 308229 6
8552 256728 11
5468 353359 9
1041 245062 9
1963 166870 2
25 82789 8
1197 370292 2
1017 460592 11
2363 89823 3
3785 60604 9
9575 464699 5
6704 373841 1
5668 262674 6
3001 413961 3
8859 19841 10
5545 5703 4
9729 335866 9
1010 138766 2
4188 111229 9
2678 909 10
2012 462489 10
5670 15621 7
4912 324657 4
5100 238795 1
5473 185036 10
7659 208326 7
3264 126747 7
8686 66780 6
7619 188497 7
654 145812 11
4222 488242 8
361 167592 8
2590 181124 3
9611 119485 8
5180 47860 9
762 452298 2
2623 88429 11
8224 96085 6
2824 207522 7
1273 412406 3
9582 373073 3
173 82847 11
8761 181535 6
7842 447158 8
6612 307364 7
9790 24765 4
7525 334560 1
2302 319094 7
6338 453079 5
3462 46486 11
8241 476464 1
2831 259273 11
4033 265347 2
3270 277561 11
6491 85997 5
3070 56598 2
1074 5198 4
9223 151048 7
778 481830 10
9242 129779 5
948 256984 2
920 432851 9
7188 497492 1
9828 449170 4
3548 7231 11
5620 113863 7
3819 410090 10
9965 471354 11
4581 377611 8
6837 352978 1
8837 137812 8
7354 472417 11
5485 374148 1
6771 411527 11
8625 468442 6
9719 456037 5
935 473309 11
178 146839 4
1020 432773 1
9865 146381 4
9071 414539 2
4344 467611 9
9420 146862 2
4294 41662 7
9083 434388 10
6639 147590 5
9486 275877 4
5581 42241 7
3358 152745 8
5020 91300 11
7043 158243 8
9561 42455 6
3778 205623 10
6786 395361 9
5338 18291 2
7731 111834 11
7771 361409 3
7950 11511 11
2170 394904 1
5769 74496 6
2236 102569 4
4669 3455 7
5624 218022 4
1319 372823 1
107 488596 3
1442 150530 9
6317 416002 3
6273 35550 8
1752 444953 6
2378 474489 4
7220 174524 4
3832 123662 1
4630 472803 8
3658 151586 3
4383 340997 5
8800 258147 9
4230 347765 1
2609 477410 6
5638 33369 1
9650 171069 11
802 451509 2
7103 124150 4
7809 275191 11
1298 279287 2
6907 469925 3
3420 208984 1
2710 144862 2
8026 250100 3
9687 136767 8
2546 240565 1
168 45095 3
6235 126127 10
4227 23932 8
9178 251768 2
4239 436435 5
7389 321671 4
3755 278415 3
4152 261062 1
3382 366407 6
6931 81650 7
8862 145512 4
5316 273621 8
1668 265649 8
958 34032 6
8137 112181 2
2962 90631 4
3893 253410 6
2060 93054 7
244 450729 8
3368 417206 6
6591 152313 3
8160 398625 7
1904 111733 11
6046 356291 10
5159 20403 7
3690 163697 9
6237 412610 4
1721 434203 7
5972 478003 7
2311 462253 6
6844 404683 6
6609 405317 7
9218 412379 9
6701 242514 4
6766 111728 4
3105 333264 10
2719 15741 5
7137 285261 11
6404 447758 9
5459 101695 9
857 29139 5
3755 373675 6
4833 455690 10
3598 29796 9
9684 136558 3
6106 288260 3
4060 368600 10
9336 395452 8
2030 114283 6
1817 100095 1
3426 52231 8
887 178668 1
7698 249725 9
621 70452 6
2600 212805 6
3468 244539 1
1917 262081 10
6960 68466 11
5563 388303 2
3229 204495 4
9201 11631 5
5720 347215 3
4648 340532 3
6293 476772 2
9776 78572 10
1876 397919 6
9057 379042 7
3014 95789 3
8063 169393 9
9177 161665 1
693 354796 1
9407 382280 3
7007 49247 2
1560 424937 10
1708 235910 4
544 162487 8
2955 69754 1
5592 166429 6
5324 220 11
4436 216568 11
1942 309864 2
3411 381348 6
7026 263787 9
6292 38857 6
8008 68556 7
3904 446565 3
8453 112735 9
9422 475951 9
4667 460176 10
9176 297699 5
5784 201353 7
4226 83971 2
9554 367346 3
2714 192197 5
3189 125902 5
8024 123219 6
557 454121 10
3442 267951 11
5387 306886 1
8099 236174 4
6070 61124 2
2992 455454 2
5046 33306 8
1780 452531 1
7849 333828 6
5509 55527 4
8517 454587 6
7952 219974 1
2150 13848 2
445 22633 8
1374 27221 7
5689 442614 3
1392 137220 10
958 401890 4
4265 384489 9
2713 429168 7
1901 100621 8
8627 100226 6
8945 272580 8
9147 63425 1
5490 494320 6
951 283013 1
4294 193673 2
1000 431073 7
1340 242122 7
8158 308583 3
5599 404063 2
3706 417623 7
4734 229961 4
6932 426792 2
4364 282418 5
3005 131661 7
7068 55115 3
6470 142646 5
9439 90001 7
6533 254831 1
3194 321019 1
2032 462010 2
8340 447321 11
378 218266 10
1203 310399 7
4400 94470 6
5682 153882 7
1618 446252 1
9546 124603 2
8849 167891 5
5087 203567 8
5919 315110 3
9861 31515 11
906 122331 2
8945 23669 8
3567 307341 4
6792 37947 7
7540 69975 5
4454 211415 6
8564 249841 7
7336 226961 7
1873 329569 4
841 41259 9
184 292668 4
2623 78087 2
1758 405260 5
428 423314 9
2847 178802 4
2022 372310 7
175 306757 2
4937 416809 8
8580 233545 11
3698 118955 7
386 347349 3
7234 264686 3
8565 86263 7
8189 440537 6
2012 371845 5
4845 473678 6
2583 419844 10
8804 141530 11
1911 307672 10
3424 305467 3
8552 198544 10
6881 234766 5
1884 3381 9
9230 475064 4
4312 108311 9
3162 383920 7
366 139539 3
9466 265719 3
1943 490377 5
4600 374261 9
6920 64530 3
8557 241920 11
4929 218479 11
9846 465462 8
4265 135901 3
15 451636 1
5339 178883 7
9819 424309 4
5140 311186 1
8735 107328 2
6299 104031 4
8708 105652 1
5422 66869 6
2601 357207 4
6409 302371 8
3001 396258 3
1970 11180 3
8400 329640 5
7917 130102 2
9775 483329 4
5283 37101 2
6949 210601 9
8009 57669 10
437 164541 9
102 19454 10
5939 434610 11
4629 14628 11
6034 481260 9
9295 259889 2
5846 417160 1
6212 21054 2
12 433137 11
8220 154715 3
3121 422303 1
106 267098 7
6480 31038 8
9561 467288 3
5608 86359 4
8191 412706 7
7671 227535 9
2460 423603 8
697 348238 6
5179 328795 8
9668 327741 4
2994 112693 4
704 390518 7
5433 484563 7
3834 197708 8
3205 118956 2
6723 470583 1
6427 324994 4
8344 45733 10
485 421712 11
2779 497370 6
4418 263536 4
2724 371418 3
9480 358297 8
5911 110985 4
9128 241433 10
