spr+ ruk trajanje
103739 20 8
73919 37 1
374847 25 2
326014 40 8
216157 29 9
22329 9 10
220781 24 2
280081 24 9
255900 44 4
234906 3 4
103600 25 10
267219 8 1
225204 42 11
68948 44 9
241120 47 2
361102 37 1
362012 43 9
116655 41 9
159114 45 8
393971 11 8
221261 13 10
162493 1 6
161279 12 4
151938 39 11
385194 9 11
238026 49 9
412881 31 2
369576 34 6
349171 29 6
31142 42 9
211051 33 10
398795 7 11
292925 36 2
87968 21 8
79060 14 3
22744 37 1
486814 8 11
397505 35 3
117169 35 6
82055 43 5
55574 1 3
354599 49 6
273643 44 8
45571 13 1
443696 36 11
361131 33 6
375446 17 9
174796 22 1
318394 10 3
278083 22 3
441516 27 9
474389 34 10
216791 18 1
297650 20 1
1134 4 2
237690 33 9
338933 34 11
111253 44 10
203068 17 1
289107 14 2
318283 9 3
400907 15 6
197621 19 10
252377 49 10
393029 23 7
474447 29 4
49728 1 4
378030 43 3
308366 47 2
63433 49 4
349561 22 6
283631 22 7
185356 12 4
177379 35 4
472364 33 5
387641 22 2
316411 18 9
311480 26 8
255930 25 3
78779 48 3
227258 31 3
482556 19 6
206045 12 2
326719 18 4
427119 21 5
416414 47 10
203779 28 9
265954 1 11
139731 44 3
474466 6 7
374365 11 3
55996 36 3
487583 18 4
243581 3 10
271116 10 4
66603 24 1
49737 16 10
163344 21 5
459783 24 9
310419 15 4
340434 36 8
399624 15 5
198737 5 1
265698 44 5
401027 12 11
199238 10 7
72717 32 4
484986 33 8
359560 33 8
474777 25 1
1364 27 1
346035 3 1
132653 30 3
193891 20 9
354249 9 3
95924 35 1
439338 26 6
294496 19 4
235430 5 3
440236 39 6
379277 41 8
142117 49 4
419547 29 6
57788 41 5
267819 20 8
291199 26 2
60772 31 4
274714 3 10
342481 11 4
329567 19 5
405863 21 2
475668 24 9
243990 40 5
486467 15 2
200586 44 6
327099 31 3
346006 1 10
360986 40 9
220307 13 1
367896 15 10
279199 10 7
282299 26 11
405959 49 8
113119 35 9
166592 15 1
238873 26 11
421825 37 9
484151 5 4
69736 7 4
415169 6 5
408939 26 5
498783 16 3
64783 31 2
440132 7 4
230592 49 2
200692 5 10
33903 40 6
339350 30 7
13108 2 9
405398 9 5
356895 36 7
223047 47 9
170342 12 1
150631 15 2
168549 9 2
206929 17 1
74994 7 3
409656 31 3
428585 36 6
294708 28 11
205238 33 3
492497 13 1
139834 3 8
66907 20 4
40770 5 5
75255 37 9
288851 20 5
423252 7 2
255635 37 8
222478 18 2
136109 5 4
230687 3 9
422389 3 6
425642 32 2
324609 12 4
252928 15 10
398769 49 4
386779 25 9
298720 44 6
481882 10 9
394829 46 11
474613 29 10
239142 27 7
301338 34 1
243870 38 11
164664 18 1
449791 18 1
315711 46 8
89570 39 10
213435 12 2
331823 22 1
387900 41 8
298417 47 5
397665 20 3
203558 16 5
202173 13 2
98263 26 3
44391 41 11
279339 6 4
392215 46 2
24098 6 4
231006 45 8
441017 13 1
476430 43 9
421117 29 5
203208 30 3
426281 9 3
151366 36 8
146601 48 8
68045 2 6
199507 9 9
150650 33 8
97592 30 3
167926 10 1
369603 4 9
213767 33 8
406994 33 10
366553 24 11
115412 44 8
274359 17 10
426408 38 4
233899 28 3
33557 17 11
115129 2 9
467135 33 7
371589 22 6
34444 19 8
370049 48 11
269569 21 10
239996 44 8
194768 24 3
234548 46 3
466487 16 6
494151 40 1
290882 1 4
31854 34 9
304225 11 11
442127 8 7
243423 27 7
385825 35 1
89350 21 1
155728 32 10
104472 23 9
480803 5 8
469266 35 2
306702 10 8
177929 16 3
478113 5 8
99322 8 7
286411 20 6
414209 31 1
48022 8 4
21447 31 1
378014 22 3
88893 43 10
230135 32 8
96463 9 8
175487 6 8
60270 23 11
209502 37 10
314382 41 1
155252 27 10
206446 29 6
202723 27 11
419563 1 3
439356 28 2
423938 5 6
268412 2 3
144638 16 1
447158 27 4
202126 46 11
16101 13 10
9873 10 3
144531 2 5
57866 3 10
239107 25 10
81855 4 7
271867 31 11
323331 28 5
195890 21 2
232706 13 3
80646 21 1
181185 43 11
8577 44 11
154291 45 11
400382 16 5
11884 21 11
257389 21 11
393187 18 6
359519 21 4
231512 23 9
464713 38 9
394391 10 9
229995 25 1
158725 23 2
357877 37 2
375389 31 9
118312 36 11
143844 10 2
460735 18 4
134913 19 6
325226 32 3
427808 13 9
111296 37 4
69183 36 7
300696 37 8
290676 24 10
454936 45 4
123468 15 7
443030 10 3
284527 17 9
153412 33 3
314245 16 8
66110 18 4
169000 6 3
105812 6 1
206142 28 3
130195 21 3
292887 30 7
345680 49 3
237849 47 6
377093 34 9
403514 45 9
376153 36 3
92717 13 1
214434 46 3
161672 41 3
256170 20 6
245198 38 6
8104 3 11
9734 47 6
156476 6 1
29336 38 7
349945 16 6
148803 26 4
68788 10 9
10298 19 7
402430 22 7
345545 24 1
273592 14 3
236547 40 9
170475 36 3
200712 19 10
432146 4 6
207748 25 4
20482 42 1
364162 30 11
905 18 1
298267 2 7
99630 20 11
324581 31 5
279572 13 8
182074 11 7
152182 10 4
355227 24 7
196301 17 4
267615 9 2
498190 45 8
478449 46 6
171872 46 10
291686 41 1
71946 15 2
60907 30 8
355620 31 1
51991 7 2
125245 17 10
479457 44 3
410041 36 3
89625 35 5
84342 28 10
154046 23 10
475981 33 2
244781 26 2
196997 7 6
115528 22 7
370714 47 3
461075 30 10
26211 27 7
394587 11 5
434134 30 9
238444 9 7
194238 7 8
157506 37 2
124725 9 4
173115 3 3
444457 20 7
395744 36 1
146192 41 1
392151 25 8
63412 25 8
420087 21 3
296994 9 5
217311 5 4
431011 1 10
92246 22 3
350242 1 6
433158 16 11
156538 39 11
48404 19 2
52979 39 8
211615 49 9
458607 49 3
305906 41 9
196133 17 5
143736 21 8
169461 22 2
450018 5 9
61867 31 6
480280 44 9
266271 40 6
231898 40 3
306194 31 7
97764 17 4
49207 15 11
245797 35 11
261175 7 4
302388 7 10
251592 41 1
328156 13 5
349391 16 2
274539 44 9
321739 21 2
265681 18 3
315544 33 3
428949 43 5
3555 23 11
12268 23 8
239969 25 9
38269 32 2
496334 8 5
297580 38 8
406330 7 3
125855 41 6
183555 39 7
319547 29 11
148259 8 8
386635 4 9
137637 6 8
147903 6 2
341651 19 3
239176 35 4
19726 24 7
451108 32 4
431089 27 8
336062 48 2
436354 43 7
276838 6 8
118397 4 10
454360 17 2
303797 11 2
449161 29 8
187065 14 2
206698 4 9
64497 49 4
13517 38 10
326196 21 9
363513 27 8
146170 10 1
305801 6 9
111056 21 3
55150 9 11
162047 28 2
244939 49 4
443601 3 4
308253 31 3
337546 48 8
428692 36 1
206615 49 2
164997 36 10
360467 20 8
455814 49 10
489754 21 7
23811 8 10
212986 27 10
373452 46 3
302426 42 1
321441 14 5
474633 17 5
495031 48 3
173336 40 1
390752 18 4
266503 28 3
38553 38 5
178865 11 3
144168 41 1
255017 48 7
112771 37 6
183655 7 4
290391 44 8
474487 34 7
106860 41 7
125964 10 8
465115 31 7
327295 21 6
475373 42 7
111491 36 2
360889 37 1
226383 22 1
499399 31 7
262304 27 10
451676 8 3
429660 15 5
262268 7 10
480072 27 10
195173 3 6
250031 19 2
186936 6 9
292195 31 5
161715 29 4
52885 8 2
291777 46 4
102140 46 4
15369 33 8
179735 1 11
332409 31 8
4527 17 1
83132 44 8
456889 40 6
499189 22 9
54365 36 5
254118 46 5
47355 8 1
12478 22 6
301566 37 7
431086 32 10
367273 42 8
444031 8 4
151868 17 4
465220 5 1
106622 4 7
32597 27 3
427581 34 3
70890 26 8
275394 26 6
185940 35 10
268977 25 6
111096 30 9
123072 30 6
297005 42 1
391736 42 6
170016 47 3
58234 1 4
130649 27 8
315773 43 4
491083 39 9
156393 7 7
180123 8 3
107622 25 4
44422 33 8
134758 33 7
474047 33 5
178145 6 5
211548 38 9
190706 39 10
376162 23 2
377370 26 9
276594 1 10
353010 37 11
25319 49 7
348949 18 4
319942 18 11
485001 2 5
71761 15 6
135162 26 10
55673 43 11
470459 27 2
205273 24 2
62277 28 3
132856 34 3
190459 40 10
229991 13 9
31145 24 1
63066 11 4
5695 9 2
363569 31 7
370108 17 11
408123 34 7
3447 39 8
86592 10 2
160653 49 4
299951 23 10
9031 21 5
60602 31 1
34843 5 1
324095 16 5
166299 21 7
339265 17 10
271259 44 1
96789 36 11
318258 37 11
245044 5 9
401181 37 4
5293 36 6
480035 4 3
431359 46 4
247852 27 4
130994 39 6
260696 3 7
235522 30 1
484436 32 2
160815 26 4
370960 37 10
157999 34 7
284932 2 5
24549 14 1
190365 30 2
229764 44 3
397838 17 8
223355 17 1
375800 39 1
278716 33 2
44306 24 4
420580 13 3
242310 3 3
96799 33 7
130212 40 3
67805 7 3
479675 44 5
29124 5 10
349925 31 6
121201 39 10
397190 37 10
342808 12 2
223583 45 1
71422 37 9
356558 37 11
255863 44 11
466557 4 10
474283 18 4
464796 8 8
374329 42 9
3428 32 8
299393 34 5
110542 40 10
424291 44 5
482173 32 9
397741 45 6
202449 43 4
327687 15 4
281503 37 11
306686 26 6
199068 18 5
382970 39 7
48039 47 3
451607 19 11
183594 48 6
180736 1 8
127579 17 6
180614 33 5
196605 29 2
169758 42 9
246844 6 5
157176 1 2
159152 14 8
422165 17 5
362996 12 7
448354 36 6
122711 4 10
17898 32 5
144934 7 1
352274 11 8
255925 45 1
169793 40 4
196714 38 10
453867 33 8
169460 25 6
331311 15 3
47519 11 2
89519 49 5
88478 16 11
237927 2 9
78632 6 1
153403 22 5
109319 4 7
54407 36 7
488156 31 9
448015 39 3
295983 24 6
25134 25 6
385911 20 2
121697 17 7
463867 11 7
220610 45 6
156464 25 3
133760 9 3
30426 17 5
385765 3 10
171322 11 7
205022 28 10
48356 1 7
97243 30 10
472768 18 1
291937 17 6
217562 19 11
411916 41 9
135578 1 9
467630 40 10
394286 15 11
385393 39 6
316635 5 3
226804 27 7
296807 37 11
113410 10 3
60915 36 2
486705 5 1
253798 13 10
193186 34 9
225143 23 7
249465 2 8
176761 2 3
2592 30 5
221389 48 4
496133 13 3
79627 16 2
346482 34 4
194916 42 11
209358 41 8
203788 4 9
183939 7 7
441661 43 6
18253 32 2
163277 9 4
55075 37 3
376880 11 1
445322 28 9
135888 15 3
434367 47 9
185331 21 5
467862 34 11
92619 18 11
479717 24 8
76080 29 1
299652 48 5
98948 12 6
75458 34 11
287544 15 4
490242 47 2
152714 41 2
453386 3 10
428184 22 2
73615 14 7
295480 47 8
253080 45 9
293635 14 1
465463 12 5
26797 49 8
158262 38 7
143552 23 6
140646 21 8
476595 4 4
250281 43 3
218481 38 6
131681 4 4
202092 23 8
317134 32 4
474611 42 4
121130 8 3
37111 20 4
446725 2 7
479843 13 10
478669 11 1
316956 10 3
308013 10 2
55560 45 4
342372 5 3
106597 17 10
396571 34 7
279078 16 11
255895 40 1
9341 22 3
305488 4 3
374850 31 11
448327 30 5
250850 48 9
335859 4 11
168639 24 2
421801 40 3
402732 9 2
155600 46 4
4327 26 3
417507 33 9
95083 12 9
19940 30 11
276989 44 4
465354 38 3
404205 15 4
352593 17 4
329545 45 5
43726 19 8
385043 8 11
225254 24 11
294506 27 7
237076 38 8
202055 44 7
212655 19 5
89377 40 2
459041 38 5
204165 35 11
181262 25 2
170507 29 2
141973 25 8
234499 12 5
358029 40 5
352877 42 11
313881 21 4
411424 18 9
263026 22 10
55447 36 9
215222 46 3
218889 24 5
361416 19 4
370159 20 1
436893 32 2
491452 13 10
414482 33 5
459954 30 9
408101 43 7
208914 20 7
425073 41 1
382972 44 3
449028 7 7
491310 2 9
141866 19 5
463939 40 6
73079 33 4
228559 47 8
214498 19 10
289331 20 8
358814 36 1
294254 47 6
98331 25 2
404440 29 9
150606 38 8
476884 46 9
482974 17 6
495701 41 2
10457 49 11
14735 48 1
449355 4 10
433455 21 8
382778 32 4
248351 33 3
1948 5 11
326107 3 9
149586 38 3
355559 27 4
196575 1 9
261998 14 5
70249 23 2
255019 3 1
91520 35 6
210289 24 4
261013 42 2
73283 14 6
198406 16 2
231845 15 7
202499 28 3
413812 31 3
155901 21 3
212787 2 3
98467 10 9
41891 41 4
98302 10 8
251237 35 8
402269 14 8
181238 13 7
248802 28 4
24987 38 11
255673 27 2
196298 25 11
348060 5 5
477700 8 2
404737 25 1
409509 4 8
105225 22 11
211141 46 4
387379 18 8
301155 1 4
124587 12 3
294901 22 5
338264 44 11
56482 23 6
70958 37 2
38576 32 10
143383 7 10
218081 2 9
272728 28 5
139082 27 5
98095 3 6
422706 43 10
316051 47 5
201485 9 10
462482 11 4
241842 7 6
287297 45 9
411744 35 6
295001 31 7
90253 7 5
283937 8 6
195582 46 6
148791 4 10
218699 20 9
236222 21 10
131071 18 3
119111 31 8
273872 35 2
140887 41 1
367782 11 11
77513 34 3
52615 47 9
125935 12 8
348255 49 5
77030 20 1
496827 8 5
255748 38 9
230514 44 8
106985 6 2
307965 47 8
48055 45 1
26128 5 10
337815 49 3
83762 15 8
113668 19 9
9045 10 4
414963 4 5
94755 19 3
29775 16 5
429066 13 7
258873 15 6
399709 5 7
362534 26 2
364941 18 1
386911 33 11
344868 27 1
224291 18 5
298109 38 3
327820 9 6
298665 22 1
254629 31 7
398972 48 4
359731 49 4
267513 15 4
59526 20 11
41399 33 2
487836 29 4
271718 11 6
417199 47 4
104573 7 1
38694 24 3
264879 33 11
300465 44 3
240448 29 1
43392 12 6
428704 23 6
34560 27 3
42953 48 7
423528 38 9
414469 37 10
273043 7 8
217860 22 8
73749 26 4
434013 15 4
453311 39 8
53522 20 3
195659 49 8
322063 35 9
188689 40 11
452091 6 3
493771 46 11
412295 8 1
135656 29 5
295228 45 6
62973 41 11
206436 4 7
62811 47 7
72602 18 11
64773 4 2
497086 34 2
77461 2 5
200760 16 1
30448 38 2
316315 14 7
292657 47 2
384886 8 2
444405 37 11
105205 13 10
75225 16 8
264844 8 2
386234 48 8
150621 3 1
431675 6 8
123137 25 4
99950 9 5
336452 49 3
152046 8 6
378043 17 4
486540 10 10
419798 32 5
350905 2 2
19650 31 4
418624 39 4
246629 18 10
379031 15 7
267976 5 6
492637 23 5
368885 46 4
293625 44 4
438825 23 5
456836 22 1
306936 32 2
193872 45 6
489047 49 6
170230 37 4
30197 15 3
217798 2 6
309819 27 11
410494 10 3
18145 18 11
206795 41 6
257080 39 2
145930 42 9
418568 9 6
493845 35 3
117222 17 10
263952 17 2
149538 23 8
42866 49 9
374330 39 9
35036 49 4
366424 1 11
205753 40 8
458535 1 9
209307 23 11
189770 46 2
41862 12 4
297446 18 5
381726 7 9
265470 32 1
87893 2 3
358260 13 10
180410 3 7
337128 20 10
306353 38 2
485 40 8
175685 21 8
407965 27 8
474849 37 4
490461 44 11
154677 46 1
212925 39 7
150539 20 8
27236 42 2
130965 1 5
366651 10 1
456529 12 10
484571 41 2
391058 7 2
337336 24 3
247829 41 4
411805 42 2
79986 32 7
211262 16 1
264063 49 11
97826 9 2
121826 4 7
272727 29 10
240229 27 3
424605 42 6
64887 34 8
314065 16 6
37688 48 2
444708 18 2
76549 44 7
58699 49 6
310009 38 6
481094 40 4
154332 6 9
318531 42 7
55137 26 9
260455 2 7
63263 4 9
150345 21 11
47086 27 11
466106 21 10
181618 32 8
6563 38 8
329080 27 3
144549 2 9
111830 25 9
203739 25 10
438666 45 5
41587 21 3
231691 35 7
76908 8 1
388311 40 6
480888 30 5
344598 47 2
67712 45 7
31939 31 8
11217 31 9
357518 43 10
279461 13 9
112941 41 11
437610 40 11
472244 26 3
39960 1 3
343957 44 9
382737 38 8
291691 38 6
305646 43 8
203808 7 6
476770 29 8
321756 40 4
404434 4 7
384947 3 4
424834 38 3
446613 35 4
129524 15 11
499994 46 2
66347 25 9
161301 19 8
249308 20 5
368080 15 2
138230 32 8
360597 15 1
105624 26 2
176550 45 8
90944 47 4
13770 24 7
46355 10 8
125551 3 6
195075 13 11
18933 3 6
311159 27 6
270086 38 5
459444 38 6
493163 40 5
109039 25 8
288165 46 6
384262 39 10
27815 16 2
255366 1 2
117991 4 8
263135 22 5
489654 25 10
187294 10 3
286493 25 11
219557 1 3
299708 29 8
128918 5 9
116641 8 1
145933 16 6
85785 19 2
274244 2 1
30488 8 5
190242 40 8
499532 13 10
163327 16 1
325197 33 4
493800 30 2
70157 23 8
459511 13 5
41427 33 1
81110 15 10
475388 3 8
318346 4 4
15755 14 4
213469 40 7
33645 27 2
43310 6 6
98665 3 8
330597 34 10
319553 27 5
350688 48 10
484456 34 11
189552 14 8
146730 15 2
189700 41 10
401605 20 4
39505 9 5
140114 44 9
452734 44 11
238105 24 6
339875 24 4
297555 42 7
284865 38 4
233866 22 8
339742 39 3
420695 43 8
170920 7 11
423954 1 6
415908 18 6
479955 35 2
92070 40 8
80620 8 1
453159 41 9
129819 35 4
423766 47 9
6156 19 4
338856 41 4
217806 20 8
281947 1 6
217551 19 1
369499 28 5
57177 18 7
340604 45 4
317854 8 11
141649 28 4
35542 33 9
471874 46 8
296411 44 6
302002 9 1
335152 34 4
194813 18 7
150535 43 7
485265 44 8
187857 20 3
219829 46 10
92233 41 11
111512 15 10
119326 44 8
158331 19 10
378856 2 2
153924 43 5
127953 40 11
161380 21 6
109510 47 1
305306 24 1
206258 31 8
447579 29 1
415167 21 7
97492 4 7
79293 29 3
34329 45 1
206411 35 11
408437 9 10
330553 24 7
59047 3 2
93807 18 4
224056 11 3
453127 49 5
361145 17 6
440745 15 8
288576 3 9
291261 3 7
472982 22 6
158173 32 10
10069 48 1
156909 48 4
19877 17 5
456697 15 7
154011 42 11
406975 3 2
298911 15 6
231641 9 4
74171 22 7
39815 46 2
267525 10 10
217023 8 3
243474 10 7
205186 4 6
26579 25 11
45589 45 6
422074 37 9
141418 22 8
59102 15 2
483880 1 10
471090 42 8
117627 44 1
340646 26 3
263562 3 8
446587 5 1
168835 44 3
115204 16 5
151463 47 3
88799 42 9
16672 18 5
135838 28 1
487075 19 8
382980 38 6
317528 2 9
325539 36 7
278842 10 6
395174 35 7
321865 28 9
153106 26 9
28141 44 5
301326 30 6
156188 8 8
347176 26 10
499297 47 10
452154 32 5
139206 1 8
64667 34 8
99104 45 2
108568 3 5
310203 41 10
480100 27 2
357878 39 3
382433 21 9
377947 45 6
412442 19 11
296933 27 3
431057 30 1
411200 47 3
280374 47 1
322869 9 4
194211 21 7
198854 45 2
246472 40 10
43517 20 1
79490 37 7
121832 18 4
180594 13 1
250590 6 2
54598 26 2
403352 35 7
314709 3 8
66009 10 2
182237 46 3
368940 31 7
329268 27 8
303684 11 9
484672 36 6
252817 40 7
285263 43 10
246173 41 1
130747 5 8
245071 5 8
481738 20 7
223142 32 2
39013 17 11
465992 33 8
245200 12 2
418919 23 3
482982 10 7
63561 32 8
370025 34 3
288303 23 8
316360 36 3
56534 19 1
302997 24 1
213844 4 9
287775 21 1
390619 16 8
187811 35 9
150275 43 11
89063 4 8
384399 2 4
341495 48 9
60565 38 6
377436 20 6
251036 4 5
467831 27 9
19891 37 4
177250 12 1
440333 36 11
446550 46 4
305103 10 6
85782 1 9
174174 6 1
167409 9 6
214577 12 6
454540 36 11
363643 10 2
284200 5 11
88305 17 11
33042 13 5
52408 46 8
249807 42 11
52191 33 7
187707 20 10
52321 37 4
366511 4 10
16808 45 5
326124 36 1
199395 8 3
225161 14 4
256526 10 7
435774 19 6
244043 17 5
11778 30 9
480234 35 3
119936 29 4
398707 48 4
362881 38 6
339608 15 2
45088 31 4
436024 28 8
175970 8 9
232635 4 1
495125 49 8
158285 8 2
309716 11 9
34927 36 2
282339 46 9
376862 27 7
363553 44 6
125363 25 8
78214 26 10
7878 29 1
163387 23 7
324834 4 8
118258 14 8
212590 22 1
84156 34 11
96356 31 9
45292 47 9
38362 46 1
133255 14 11
129865 3 4
467307 5 9
51377 33 4
367121 32 9
378413 6 2
194686 36 8
203577 36 7
74750 43 5
422563 42 9
433131 41 3
173145 31 9
90141 10 8
433968 17 4
432262 15 3
50140 11 2
105706 43 5
445249 48 8
296394 15 11
422307 25 4
192179 31 9
201577 1 7
196889 15 3
464326 49 5
74633 14 1
99813 17 10
231272 41 2
182492 37 7
278342 42 4
166106 32 1
82659 31 8
346263 33 7
466845 43 7
233077 10 3
81716 25 4
417990 10 11
298000 36 9
226290 37 3
243749 27 11
475381 14 3
261605 32 1
416754 2 8
365243 3 5
485657 34 2
293140 37 1
427886 44 7
37494 30 2
463274 1 4
428938 29 5
77481 18 3
211840 2 11
264806 13 5
315853 7 8
162881 34 7
126414 23 1
382659 49 3
117995 46 4
332995 43 5
295781 38 3
141128 2 9
237630 15 6
404659 20 2
28257 38 9
235720 47 4
149643 18 9
453870 6 8
375787 8 6
8830 5 5
453376 41 6
327193 44 6
238334 8 7
430889 45 5
421705 25 10
436493 30 7
452108 37 6
264388 18 8
316708 19 8
104764 24 7
20500 14 4
19902 26 2
429886 17 8
92456 39 9
183140 17 10
169836 37 1
478006 45 6
73223 9 11
295603 17 1
144210 15 2
495702 27 10
263830 3 9
252269 1 7
305400 45 3
170112 1 8
492400 14 10
496020 9 4
112663 13 7
123274 46 1
410849 16 5
64544 8 4
95811 7 3
377816 37 5
306793 41 3
312709 15 5
438688 35 6
473594 28 11
491016 12 5
71691 48 9
301098 30 4
13797 38 5
306469 20 9
220594 41 2
20875 32 7
168155 25 5
30405 7 7
364011 34 1
465348 18 9
428797 18 3
475900 7 7
371022 46 10
145264 43 8
326418 43 7
484452 44 1
452842 20 10
404230 46 4
216013 22 9
194720 5 6
354071 25 8
160193 3 8
318895 2 11
162333 18 3
249221 7 11
400348 39 10
280584 32 4
285925 36 10
381707 41 11
452268 20 5
156706 22 9
121394 27 10
405887 7 11
94431 6 2
431349 39 2
117628 40 7
363616 38 6
351640 33 11
300618 49 9
373260 25 1
323880 31 3
293537 39 7
149575 10 11
18970 21 1
274605 47 7
26551 35 9
361095 27 10
48753 34 8
25938 3 4
174828 38 9
37384 49 3
447415 41 8
317763 24 5
264905 37 3
78290 43 11
141422 6 1
177043 8 9
19506 10 4
352842 27 3
293753 44 8
56859 25 5
143826 5 8
252173 28 11
62958 44 7
245399 39 11
27432 2 3
75622 38 9
417172 14 4
338053 41 2
291198 32 4
455092 13 9
495835 47 6
471181 28 7
442389 4 11
85606 36 5
433021 21 6
229004 6 1
176501 40 9
293553 31 6
27872 24 4
310591 33 1
134220 25 3
53540 6 5
86427 41 10
465287 48 11
82329 44 8
59404 1 2
86552 9 7
186341 41 5
277030 47 5
189421 25 9
321708 44 11
70667 26 2
33018 32 11
149318 33 4
38395 36 10
414884 12 1
48041 32 10
133858 37 1
305762 15 2
301777 37 10
280144 6 3
197074 17 8
70800 38 7
37145 24 9
299734 2 9
229336 20 10
457348 1 4
64448 44 5
13929 10 8
442725 6 11
321092 30 3
319421 33 5
92977 11 8
398941 3 4
14623 29 4
90614 3 3
287897 15 3
364345 22 4
275445 34 1
148702 10 11
215238 30 1
170869 20 3
409577 38 1
177764 48 7
278698 36 10
417669 30 4
364778 26 8
315510 30 2
355542 43 2
269527 26 6
217181 11 3
452188 49 1
47261 5 7
389390 5 2
411301 30 6
300519 3 6
474868 36 11
122801 12 6
277762 6 9
324996 36 3
499720 8 11
103628 49 2
197186 8 10
160459 15 10
27499 11 4
355258 47 8
361453 39 9
164841 5 9
152158 49 7
141917 36 9
30021 41 6
329712 49 9
124712 15 1
203726 11 9
141712 12 4
242307 14 9
424030 45 9
96609 43 8
377031 17 7
476358 42 7
272956 19 3
227346 46 8
107117 19 1
264573 32 6
261038 24 11
288158 2 4
415902 38 1
358357 6 6
495518 9 2
236558 11 3
77045 31 9
363816 20 4
39362 47 5
90706 29 1
259749 47 6
223400 27 2
492240 39 11
413933 23 2
400423 48 3
372343 43 9
188261 21 5
478778 12 11
433416 5 7
444653 33 9
154919 43 9
275333 4 5
48343 1 2
319486 20 9
381807 42 5
360797 32 5
213044 39 4
294810 37 8
278455 49 3
440867 41 6
250608 45 10
230541 25 3
105436 20 11
453114 24 5
440129 33 9
334859 42 9
395212 23 1
344197 4 4
169372 39 1
42331 45 5
136351 12 5
121962 2 9
136191 20 4
280999 31 5
87245 41 2
459443 18 7
153215 40 5
26624 22 2
281222 4 1
50727 48 6
359945 19 1
471634 18 6
384933 46 1
349672 11 8
401600 28 10
252623 42 11
325957 28 3
297136 31 8
80489 31 11
112947 27 7
133962 27 7
35357 38 6
20449 42 7
364569 17 6
250160 5 7
9739 24 10
495259 6 8
153037 27 7
98337 44 6
479282 38 9
127141 8 10
76058 40 10
471166 46 5
367858 30 1
493012 25 11
207297 41 6
160167 14 5
307309 47 3
150650 43 8
150680 28 1
26991 18 10
53033 38 3
315208 15 11
19791 17 7
339311 6 10
419788 38 5
264511 39 9
4561 41 1
38736 41 8
420665 21 10
9617 34 10
388228 24 11
212247 25 8
69176 38 11
214189 15 7
230513 32 9
389671 15 10
167156 32 5
217644 34 8
149445 17 6
306318 7 4
98375 1 4
100525 7 1
452318 28 7
194707 22 10
78321 4 9
187175 29 7
231183 1 8
477193 16 6
238739 16 4
390259 21 4
165565 1 9
186377 47 8
413827 46 8
419451 27 6
144685 44 2
22307 1 3
219081 15 11
349657 7 9
209801 47 11
165259 36 1
207056 28 8
490716 28 6
44919 15 6
59146 35 9
163226 46 7
17287 17 5
94718 17 6
251456 12 2
299327 35 5
400830 46 6
164281 17 8
290569 16 3
417628 42 10
138766 40 5
23909 39 9
450144 1 10
200487 15 5
305860 18 11
337621 6 5
8231 15 10
128550 14 7
424139 33 11
413923 13 6
479991 6 10
314217 1 9
449192 13 4
180919 43 8
443465 11 11
325467 30 6
489449 3 9
308133 31 1
377463 5 2
299467 18 5
264860 29 11
216047 24 5
383869 5 1
153044 40 4
348148 8 5
280794 12 10
149496 25 2
110863 34 2
317140 14 2
33183 31 10
259196 45 1
313842 25 3
320519 10 3
283391 2 8
249414 40 6
441229 10 2
373961 20 5
186233 17 7
492226 14 6
361 31 3
72069 16 2
466396 16 7
230019 15 4
379128 1 11
398892 21 6
459802 9 4
433658 7 6
441161 36 1
384182 13 2
260572 5 1
476077 38 5
82226 39 6
10762 30 10
276627 29 11
194609 49 5
366594 31 6
322840 11 5
156795 48 10
431377 19 3
265543 7 4
277590 28 2
19916 43 11
194159 20 1
217874 12 6
38559 39 6
77410 3 4
162220 27 4
217889 35 3
250973 45 5
396590 42 2
167818 35 7
328555 46 2
476374 14 4
120954 18 5
468279 12 5
222108 25 6
473497 17 2
303266 29 9
221904 5 10
378723 25 6
91192 44 11
332044 49 8
25172 41 7
84064 7 7
52437 8 5
278221 10 1
306866 10 11
461364 11 4
267318 4 10
266413 19 8
365364 46 5
96686 34 10
192298 49 2
13377 25 11
408169 22 6
321694 43 7
11596 25 8
403220 8 2
405531 29 8
408809 43 2
42238 33 3
421123 11 10
313822 14 8
466440 43 8
350576 22 7
293141 12 2
270530 5 10
57806 14 4
453798 7 11
340683 27 1
29342 49 9
2060 24 4
417376 42 2
4852 28 7
163462 47 1
218263 23 9
19620 3 11
478385 9 4
105195 21 8
144554 43 9
394047 42 10
293225 31 11
177455 11 6
499680 39 1
289150 6 11
477534 22 7
134721 13 11
41500 42 10
369649 38 3
459689 9 8
457020 2 8
337839 4 4
441636 10 2
153585 41 1
377693 30 6
489370 49 1
10375 46 11
80107 47 11
468568 2 1
339536 34 11
392638 40 10
169649 40 4
356465 7 4
346840 1 11
406650 36 2
440566 3 7
6818 44 5
221428 36 11
215188 29 7
322801 7 5
297575 13 9
62833 37 6
354480 11 7
277373 12 9
351004 3 10
452849 46 4
443453 3 4
376215 3 6
308394 45 3
312877 21 8
374699 6 3
392212 8 4
166466 1 1
280163 6 2
252604 19 9
13770 45 6
331507 37 7
106351 19 2
364268 41 5
1663 25 7
121241 22 1
175703 40 6
47661 12 1
267504 1 11
