mbr+ brp
811 4
1903 4
9625 4
7307 8
2145 9
6703 6
5219 9
7528 4
765 4
7777 7
9012 3
4026 7
4063 9
7856 3
3283 1
976 2
5582 5
4537 6
4530 7
2799 1
3367 4
3753 6
6984 3
8804 6
1626 2
8507 8
2818 6
8576 3
5232 6
4012 2
2528 9
6304 1
545 6
7976 2
5723 7
1656 5
6231 8
1123 6
4941 3
5117 8
5219 3
7010 1
9501 8
6080 2
2651 8
4406 4
9042 6
6099 5
6483 1
5098 3
4379 3
5461 1
8794 4
1642 2
3088 6
9920 8
7905 4
7192 1
8202 6
4707 9
654 8
5965 9
4965 2
800 4
6828 9
5644 4
4389 3
2702 3
4750 8
1774 4
8094 9
2316 5
589 4
7367 8
8849 2
3584 8
8787 6
6615 8
4404 3
617 8
451 1
1960 9
6812 1
8422 8
7183 1
8125 6
8620 8
5961 8
465 7
3869 9
464 5
7184 7
742 3
7669 7
3861 8
991 2
7838 5
5940 7
6411 8
89 9
1699 3
8690 4
1237 5
1887 7
7236 4
4 4
2453 8
7604 3
2409 8
3188 3
1767 6
8457 8
1321 2
5351 2
4357 3
7602 3
9910 5
1472 5
8685 5
6127 6
8978 7
5780 2
3725 6
7056 9
8937 3
6859 8
5910 4
976 5
6446 5
1321 6
7555 8
9782 1
5310 7
2381 5
6309 9
4027 5
3309 4
2315 7
8813 8
619 9
6587 5
9712 9
8288 3
9368 4
786 2
5999 4
5157 9
6896 2
9122 4
9120 4
3321 2
1282 2
5248 5
8959 1
8079 4
1691 4
5662 1
9386 1
9779 1
5198 1
6957 4
5304 5
428 6
1259 1
1577 7
3353 5
1708 8
5927 2
344 5
6633 7
2470 6
5524 6
2430 5
3236 7
1310 8
9353 9
7926 2
6249 8
6259 3
7795 2
851 5
2466 6
1256 3
4929 9
8799 1
4627 4
9142 2
6768 5
3720 3
7374 2
2082 1
6259 1
2150 2
8216 9
6644 6
4425 5
6534 8
6253 2
4179 2
5627 1
3562 1
404 8
5954 8
5303 5
3241 6
9210 7
2938 7
7544 1
2407 2
8248 8
9852 5
6254 2
33 2
8317 7
1451 6
2051 2
2768 3
4911 8
8865 7
7053 3
9248 4
9419 3
5563 8
93 6
1582 7
2946 1
6373 9
5447 3
9162 7
5611 2
6219 9
855 4
3838 2
9526 8
6533 6
8898 4
2818 9
2887 5
1960 8
362 2
6554 8
5823 8
919 5
7753 3
2118 1
3695 4
8719 3
7116 6
5860 1
8602 2
1742 7
4648 7
70 6
3930 1
8147 5
6866 1
7228 2
6328 2
7120 5
1070 4
2619 5
9969 2
8283 1
4282 9
4343 1
2544 4
7373 4
161 6
4560 4
1324 7
7723 3
5148 6
1677 5
3293 9
6901 1
2185 6
7591 2
3341 1
1903 5
2902 5
6918 8
56 7
9120 6
1267 6
691 2
2480 7
8148 3
5246 4
6870 7
4704 4
1788 3
3968 4
9670 1
1734 7
7897 3
9508 3
5074 6
8390 6
1186 8
9143 7
6861 6
6257 5
1822 1
9701 3
7772 7
5927 6
2814 6
2220 7
1802 1
9235 7
5861 7
2190 4
2221 9
4994 2
5825 5
3342 6
2857 2
9529 3
5182 2
1324 8
6902 8
9574 3
5446 7
2639 6
4261 2
6031 4
6178 7
3957 9
6939 6
2250 5
4557 4
7333 4
2334 5
8133 9
3830 1
5145 6
8015 8
2133 2
6266 3
6902 7
8899 1
7426 6
2348 2
2789 1
830 4
9555 4
5138 7
3879 3
1316 7
4692 3
2176 1
6883 5
1224 2
9851 6
6323 8
4543 7
7189 4
8311 2
8982 4
7808 6
7803 4
2879 7
1460 4
6979 5
1530 1
7612 4
5742 6
8981 8
2510 5
953 5
407 2
6233 9
732 6
1956 2
127 3
7053 9
2746 4
8611 1
7507 3
7944 6
6388 8
7565 3
4393 9
1997 3
5914 8
6001 6
1358 8
181 5
354 1
8717 9
7075 4
8088 6
8998 8
906 5
3725 9
8155 2
7266 5
6869 3
8015 3
5257 8
4598 9
541 4
1966 9
5661 6
3659 7
2610 6
6649 4
1008 5
6435 2
1625 2
5007 8
4860 9
2479 4
1662 4
973 4
7422 6
1428 5
348 2
6453 3
3507 6
7733 3
4473 1
1080 8
2305 4
3322 2
776 6
4463 8
1718 1
2977 6
884 6
8500 5
8629 4
8681 7
9154 2
1343 2
2078 6
9844 5
9411 7
9186 4
1252 5
4970 8
7856 2
4542 8
8672 7
6891 8
9658 1
8759 5
4383 9
2205 4
3202 8
5389 7
9754 8
783 3
3491 4
1432 5
1043 8
4539 2
2824 7
9827 2
9409 4
5475 3
1802 2
8058 7
835 1
2987 9
9142 9
7360 9
3560 8
2120 8
3283 3
790 2
7187 6
7596 4
4498 2
4045 3
7567 2
6640 5
9568 7
996 6
770 5
480 7
7946 2
4798 2
2687 8
6536 2
9308 9
6489 1
9705 5
7031 4
6473 1
7238 4
770 8
6184 4
7782 8
9480 2
8609 5
872 8
6669 1
6747 5
9891 5
9419 7
5528 4
6687 9
2240 7
4177 4
7359 2
4761 7
460 8
4431 3
2491 3
5224 9
3289 5
5808 8
5269 4
2483 8
4087 1
7411 3
8041 6
5259 4
868 2
2518 1
1494 3
3956 9
2267 4
4422 8
6645 8
2581 1
8656 1
9393 9
612 9
8459 9
1179 6
4118 8
6230 7
3740 3
43 8
816 4
2776 6
2533 5
5203 9
7857 1
1870 2
4823 4
1233 6
6073 1
2436 7
4327 1
7084 2
1901 4
5834 9
9003 6
437 7
4023 4
8676 2
2810 7
490 4
3969 8
5344 4
5648 1
2249 9
1754 9
4665 5
5138 7
2619 1
8311 5
4929 5
4000 7
2916 2
915 8
9237 7
9205 4
6750 9
2129 2
2751 8
7517 2
4955 2
3978 9
6096 2
3910 1
5281 6
4348 8
8532 5
1477 4
6074 6
1355 1
9012 1
2053 5
3790 6
3375 5
7600 9
131 6
1625 5
5035 2
443 6
6284 8
6937 1
7619 9
5977 9
5867 6
8111 1
8236 7
6699 5
9382 3
7681 8
165 1
4074 4
5037 3
250 8
9303 5
166 7
7353 9
5263 8
1803 3
8372 3
5935 1
8231 3
4902 2
7781 2
5416 3
5171 4
8903 1
6762 7
2405 7
1005 6
5725 1
726 8
1331 6
4548 8
9006 9
9040 4
1575 9
896 4
2657 4
6450 6
1921 3
8999 4
6544 4
9854 6
2099 3
2313 1
4236 6
1582 9
8551 7
4443 8
8284 4
7695 1
1186 7
2798 3
7511 1
6870 1
1951 8
1854 8
6242 2
7129 2
611 1
2592 1
4210 3
1681 6
3799 9
8652 4
7957 4
230 9
2330 6
7909 5
677 8
5770 6
2653 8
5440 5
2537 4
7727 4
3710 1
643 7
6813 8
606 8
4624 3
3151 7
8454 7
6976 3
8691 1
9223 6
2821 1
8355 4
4777 1
749 4
189 2
9410 4
2232 8
1309 2
6652 7
7304 1
420 3
654 4
6180 8
491 2
4135 3
998 1
1626 9
1993 8
9271 1
4142 4
9510 3
1753 4
1994 2
6439 4
175 5
107 6
6590 6
2483 8
1806 3
8690 8
390 6
7619 6
7091 9
7730 3
3598 8
5988 7
6490 8
7652 4
8015 9
8397 1
6145 2
2244 1
7998 1
6737 8
1538 2
2463 3
1985 3
5169 9
8958 1
4718 3
4358 8
7133 3
6913 8
5925 4
628 7
5700 7
4952 3
9086 7
2687 8
5935 5
8324 7
6545 2
9303 8
7812 6
991 2
8328 7
697 3
2217 4
954 6
7375 1
4785 1
5812 4
1363 1
4396 8
9332 8
866 1
7258 3
9597 3
1181 2
8645 8
9007 9
9256 7
3440 6
6435 4
2804 2
3376 5
4815 7
3234 8
1958 1
1362 6
7605 6
3861 6
8804 1
9766 5
7387 2
1986 5
3416 9
2010 1
3048 2
5073 1
4601 3
8458 8
8583 3
7380 3
2691 3
2823 5
1192 9
4896 9
2948 7
6712 4
1552 9
5982 1
9181 4
6987 8
7807 7
3361 8
5817 1
9336 7
2232 9
7480 2
4025 9
9443 5
4987 4
3520 9
4142 2
459 4
5784 6
1738 1
8885 9
6563 7
1454 4
9282 4
5701 4
1145 2
3620 9
2593 5
980 5
3434 6
89 9
5731 5
7419 7
4499 1
8390 3
8264 7
2944 7
7866 9
6307 1
4840 4
6605 6
7724 7
2590 8
4236 1
2361 5
4891 1
3512 1
899 2
3882 3
746 3
5989 2
4484 6
4299 8
7696 5
154 9
2787 2
5732 2
3713 9
3382 5
3231 6
8162 4
1880 4
3167 7
9765 2
1685 2
8040 2
1353 9
6610 3
2476 3
7336 4
2673 3
860 8
1222 6
6342 1
9737 6
7069 7
8175 9
8597 4
1868 5
8249 3
3770 1
7472 3
2864 1
7738 1
1405 8
9711 4
232 6
4141 1
1873 7
7312 3
4990 7
9057 3
3174 4
8738 3
2741 6
1914 6
3143 4
8246 2
334 5
4097 4
3642 1
3893 9
4326 3
8778 8
5490 8
5888 6
760 4
7228 3
9078 4
8953 4
8604 6
9550 9
8305 2
6074 5
7253 6
659 9
4048 3
8115 9
1090 4
2118 5
1666 3
163 6
8563 3
7597 1
6174 9
9668 6
223 2
8750 5
5118 2
2992 2
9680 2
7157 2
49 4
1284 9
4532 4
5061 3
4273 6
2862 2
3371 5
1471 2
4340 6
6432 4
4442 3
2488 2
8720 4
2223 2
2824 7
1222 9
8003 3
7128 4
6837 7
7401 2
1986 5
2828 9
5814 1
6551 6
6674 5
7962 8
6340 5
3629 2
8678 8
9229 5
3333 4
3351 6
425 2
8637 8
3716 8
5072 2
8307 1
1529 9
6587 1
1515 2
8979 6
9023 2
8000 6
6131 8
8416 3
2401 7
8111 8
5649 6
6961 9
3632 6
1565 7
9220 4
7732 1
1427 6
3861 4
8887 3
2382 8
7642 3
8748 8
206 5
8062 1
8811 7
7492 1
9751 4
6446 6
9125 8
3676 7
7395 1
1809 9
3705 3
6183 4
9016 8
6955 9
6628 7
6290 4
9055 8
2157 7
9670 1
1229 7
6138 5
2474 4
852 1
9832 3
8661 5
920 1
1303 6
3124 8
6807 9
585 9
9130 3
1377 5
284 9
4986 8
6031 5
9320 5
4767 6
4815 8
210 2
5376 9
8574 4
383 9
4779 2
9419 1
3747 1
9097 8
7183 2
9352 3
6861 7
4701 1
5062 7
4629 8
94 5
9683 2
3662 9
4171 7
2189 5
2719 7
6129 7
4244 8
6597 3
3376 5
4956 5
8100 9
6586 9
5348 1
4726 1
4738 3
8065 5
3730 5
3881 8
7815 8
9280 1
6454 1
7859 9
6099 7
4241 9
1287 6
7400 7
2451 7
2906 4
7543 5
9629 1
4659 1
3841 3
2936 5
6802 4
4980 9
4344 9
9695 3
8463 9
3419 8
3823 8
5504 7
7238 7
3432 6
56 3
655 1
5498 9
5434 5
3797 7
4923 1
4951 9
7103 6
5366 2
5238 7
827 2
3621 8
9882 2
5567 8
4362 6
5176 8
9534 4
1142 8
2307 7
8919 6
5930 6
1168 2
3568 1
3892 8
8683 5
4488 5
5005 4
7035 5
6919 7
5420 4
847 6
1288 2
4189 3
3072 4
6876 2
9190 7
2504 5
5421 7
3542 6
5694 6
7861 7
3600 2
7924 9
6272 6
1701 8
7400 4
749 5
8975 5
9282 3
2918 2
9801 7
7150 7
4825 6
747 4
1171 4
8468 4
4116 5
331 2
8004 8
3443 5
9044 9
8035 1
5542 7
7483 9
220 2
6203 5
4858 8
4168 5
6234 7
1224 1
8871 2
4887 4
3430 2
6702 2
9651 1
9661 5
7782 9
8171 2
3850 5
5682 8
9311 5
8001 7
8090 5
7294 7
8264 9
8907 1
6926 1
4280 8
5696 7
8307 3
4917 3
3548 4
1348 7
1911 5
1009 9
4297 7
7767 4
5303 4
2421 1
5868 5
9476 4
3233 8
3443 9
1909 1
1960 7
4804 5
710 8
1718 3
7777 3
5773 9
366 5
3659 8
1664 7
8988 1
7094 7
9063 9
5490 5
2419 9
366 5
705 4
7776 7
854 5
7743 3
6716 9
9308 2
8822 3
7718 4
3199 8
4462 7
650 3
4871 4
3272 8
5857 8
3368 7
5662 8
615 8
5547 6
1473 1
2501 8
8220 7
7917 5
7212 8
6371 5
4646 8
9556 8
8022 9
6156 5
9430 4
9781 6
1893 1
7709 8
3398 8
9514 6
732 4
1392 1
2781 6
7325 4
8581 7
357 8
1171 7
4395 7
6165 6
981 8
7211 7
3513 9
8585 1
8771 9
2190 5
4974 9
395 5
9274 7
4394 6
1959 9
2958 2
4664 1
5831 4
7430 1
3629 7
9842 2
1489 6
7760 1
2955 1
2090 7
6797 6
3352 7
2894 2
1198 3
7063 2
6503 4
2210 4
6177 1
579 9
756 9
7814 5
2737 5
1270 4
6304 4
8904 9
2710 1
1891 5
2926 9
9109 6
7968 2
1284 6
4153 1
3493 3
6191 3
3884 7
1122 8
151 7
3358 2
6205 8
6043 4
8098 8
9837 3
759 5
366 4
1451 8
149 6
6744 3
952 8
7095 4
1762 6
1425 5
4390 1
3350 3
5298 4
4611 6
8630 9
2288 3
1218 9
3006 8
420 6
2689 3
7580 6
8306 2
7133 7
2097 2
1540 6
2039 6
1232 6
1539 4
8227 2
6966 4
9770 2
9253 8
6095 5
9999 9
3222 3
615 6
2714 1
9773 6
1554 1
4908 6
69 7
6495 3
7161 6
7625 1
6957 5
9349 8
1157 6
2548 5
2571 6
8896 3
7521 8
6276 6
2413 1
53 8
8662 2
539 3
8351 6
4313 3
2000 9
9744 6
6040 8
5175 8
5884 7
5029 8
6911 6
1309 3
1761 2
5925 8
6768 7
4882 5
3491 5
4996 7
2903 1
2260 6
3227 7
1140 4
6845 6
5551 3
7544 3
4518 6
8797 4
1724 6
3406 1
8381 7
6897 2
471 2
6939 8
8737 8
3459 5
9015 8
4273 1
8879 2
8532 5
5940 3
8401 5
7457 8
2921 6
6191 5
5605 4
54 7
8299 2
5069 8
1494 3
7490 8
276 8
1127 9
5620 9
3050 6
8383 2
2960 3
4975 3
9378 4
1297 1
2516 7
3531 9
8489 7
372 7
2323 5
8757 1
4556 6
262 1
135 3
6198 4
4518 3
5285 8
153 2
6263 7
2573 5
3509 1
4716 5
3316 7
8031 4
6246 2
9441 7
1071 8
3363 8
7996 1
3607 6
3195 5
913 2
5525 8
7688 1
9386 6
1259 2
5627 8
