mbr+ god plt
7175 1998 2560
5553 1997 2102
9042 1998 1009
4276 1999 3392
6312 1991 4709
3270 1998 3134
7297 2002 3461
9314 1998 2013
5067 1998 4873
9566 1994 2307
5949 1991 1820
7122 2003 4049
8444 2003 2759
9424 1999 4951
8594 1997 4895
5552 1992 1297
4392 1996 4150
3573 1998 4001
6166 2002 2203
3211 1997 2982
9306 1995 2408
5971 2001 4142
4003 2000 3563
5577 2002 3700
4282 1990 4410
8654 1990 3558
9660 1992 1005
5777 1993 3723
5477 1994 4103
4826 1999 2532
4032 1996 4788
6926 1995 2415
6508 1993 3484
3807 1996 2165
6542 1997 2123
5146 1992 3471
5803 1992 4101
3592 1991 4404
9809 1993 4253
5595 1992 1896
5658 1997 4825
5975 1995 2232
7270 2003 3466
3422 1999 3044
5506 2000 3668
4322 1999 1201
5744 2000 3949
7039 1993 3811
9752 1992 2045
4488 1998 2343
9662 1993 1066
4485 1993 4717
3120 2003 3437
6356 1997 1648
9294 1990 3120
5502 1997 4406
8299 1991 1953
5063 1991 1745
9234 1997 4104
8785 1993 1658
4508 1998 3654
6865 1993 4804
5527 1996 3000
3684 1992 1553
7550 1991 1494
8758 2001 2653
5554 1999 2538
6708 1994 4441
3895 2002 2847
7981 1990 2359
9904 2002 2825
8375 1997 1353
3703 2002 3031
8017 1992 4368
6203 1997 1268
4280 2003 3773
3253 1997 4600
9384 1999 2213
6953 1991 3781
4359 1998 4217
6034 1996 4156
9089 1992 4989
6018 2001 4801
8516 1997 2334
9929 1992 2375
4912 2002 1458
5029 1997 2359
4800 2001 2916
6415 2002 4501
8237 2002 2252
4729 2001 3820
5595 1992 2679
7709 1999 1086
7597 1992 1037
5083 2003 3069
8960 1993 4170
9549 1996 2545
5940 1990 2359
8179 1990 2948
7270 1997 1106
7427 1998 3035
8270 1996 4664
3555 1997 1516
3610 1998 3980
9108 1999 1878
6051 1997 3560
6213 1992 1373
3052 1995 3010
4045 1991 3208
5586 1995 4425
4594 1998 1494
6649 2000 1704
7561 1994 1006
5354 1997 4826
8702 2001 4861
5403 1990 1040
7904 1997 4586
5029 1998 4961
4365 2003 4459
3851 1991 1468
4660 1994 3704
6350 1997 3845
4125 1997 2794
7041 1998 2467
4136 1993 3370
3571 1995 2653
6242 1992 4361
5247 1998 1466
9828 1995 1394
7410 1993 2128
3692 1999 3218
5882 1991 4697
3121 1999 4774
9049 1992 1318
3513 1991 3961
8472 2002 1350
3164 2001 1302
9107 1993 4517
4665 1990 3805
3555 1998 1720
4657 2000 2806
5705 1994 4401
4742 1997 4109
9471 1994 2957
7736 1992 2298
5272 2000 2084
5127 1991 3822
9712 1999 2863
4312 1990 3904
6280 1998 3957
8075 2000 1579
7441 1990 1113
9474 2003 4741
8905 2002 2808
7384 1996 2376
8771 1998 2658
4962 1996 4988
9941 1999 4385
5154 1990 4017
9980 1997 4367
6673 1995 3507
7086 1998 4239
9931 1990 2301
4704 2003 3837
6427 1992 4593
3840 1992 1404
4934 1998 4087
3023 1994 2681
8743 2000 2860
9922 1998 3327
5071 1995 3912
8642 1990 3230
7508 1992 4825
3789 2001 2640
5328 1998 4431
3704 1990 4417
3791 1991 2634
8096 2002 3020
4016 2003 1230
9962 2002 1319
3573 2000 2567
9714 1995 3121
3932 2003 4259
5423 2000 1757
8999 2001 1714
6848 1993 3258
5378 1992 4911
8017 1993 1999
7903 2002 1605
6326 1993 3767
4217 1994 4366
4649 2001 4770
6287 1993 2061
7252 1996 4167
3606 2003 4700
6020 1995 1273
8735 1991 1768
4475 1996 4195
6933 1994 3777
9126 2000 1612
6967 1993 3011
5687 1991 4194
6987 1996 3034
7576 1999 4753
8182 1995 3143
4601 1994 2201
9435 1998 2733
7035 2003 1074
4830 1992 1912
3052 1996 1019
6984 1991 2050
9292 2000 4668
9999 1994 4813
8168 2003 1281
5449 1993 2542
4870 1998 2187
6666 1990 1532
3638 1993 2389
8676 1999 3317
5769 1994 2155
5802 2000 4621
5978 2002 1746
4740 2001 1884
8977 2002 3409
9716 2002 4057
3975 1994 4599
9984 2002 3706
4101 1993 2030
5900 1991 1497
7829 1995 3981
7819 1999 4733
9737 1998 4476
5728 2000 3677
3117 1990 3067
8668 1993 2851
7780 1998 2319
7888 1991 1149
6197 2002 4896
8580 1994 3126
7425 1996 3798
7981 1995 3967
3199 2002 2447
6807 2002 3730
7863 2000 2294
6207 1994 1736
5711 2001 4605
3604 1994 1962
9514 1998 3138
3569 1990 2895
4850 1993 3610
6493 1995 1862
5413 2003 2929
4571 2001 2208
9490 1996 4168
5971 2003 4341
9878 1993 2093
6118 1992 4346
3678 2000 4495
3948 1994 2461
5210 2001 4322
6721 1990 2918
4675 1997 4518
8345 1990 4949
8770 1997 3954
8302 2003 2767
8805 1995 1555
4291 2000 3620
6645 1996 1041
6837 1994 4292
7869 1998 2722
8734 2003 2011
8562 1995 3483
5404 1996 3911
9114 1995 1619
7419 1994 3094
6420 2000 3953
6061 1996 3413
6329 1994 2001
6532 1992 2747
4508 1999 4574
7950 1998 3316
5976 2002 4314
8491 1998 3378
9069 1995 4119
3243 1993 3040
4704 2003 1994
3329 1992 4875
8000 2003 3716
3799 1993 1398
5170 1992 4185
8342 1995 4767
4346 1997 1997
8703 2003 2544
4683 1990 3066
5698 1998 2830
5473 1994 1897
7762 1995 3012
7583 1990 2299
5062 1994 1457
4061 2003 4492
3540 1997 4822
3358 2001 4585
9161 2001 1237
5217 2003 3224
9318 1992 2475
7629 1991 1181
9495 2002 4247
7916 2001 3055
4339 2003 4411
3903 1994 4628
3464 1996 2610
6251 1992 1345
3947 2003 2545
6993 1993 1808
9610 1992 1460
7298 1994 2107
9745 2003 4990
6845 1992 3041
5164 1994 4116
3066 1994 1296
8623 1993 1497
4072 2001 2470
5345 1993 4869
4299 1991 3457
8824 2002 3104
7612 2000 2745
4893 1991 4328
5792 1998 4798
4247 1997 1625
3565 2000 3519
5088 1992 2100
3568 1992 1949
7287 1997 1029
4181 1998 4315
5307 2003 4826
3532 2002 1029
7083 1992 2121
3976 1990 1752
5395 1991 2963
5279 1994 1654
4420 2000 1589
8652 1999 1644
9132 1998 3286
9146 1999 4941
9875 1992 4937
3597 1998 4950
4026 2003 4402
3178 1991 3676
3413 2001 1155
4838 1993 4763
3880 2002 1839
8175 2000 3216
6108 2003 3887
8926 2002 4824
3800 1990 1320
6433 2001 4382
8885 1992 1339
3963 1994 4467
9384 1990 2946
7821 2003 2370
9811 1998 4835
6696 2003 2302
4097 1997 1138
5035 1991 4639
6399 1993 3657
6935 1994 3987
9602 1992 4310
4055 1992 3989
9314 1999 3716
5789 1999 1261
8702 2002 3241
6896 2002 4728
8353 1995 4728
6353 1990 2564
7280 1991 1508
5041 1992 2890
7523 2002 4410
4586 1998 4470
5903 1998 3675
9391 1993 2452
9833 1992 3250
3064 1995 4717
7514 1990 3387
9704 1997 3782
5055 1990 3472
8387 2001 2699
4757 2003 2703
3853 2001 1743
4257 1991 4708
8425 2003 1245
9854 2000 2862
6720 2001 4198
5031 1991 4657
9918 2003 1371
4698 1995 1914
9470 2003 4051
8785 1993 2650
5837 2002 2343
9221 1994 2215
4592 1995 3571
8773 1998 1820
8000 1997 4778
3432 1991 2064
8114 1995 3828
4907 2001 4690
6690 1997 2548
4323 1998 1194
8722 2003 1415
3552 1991 4515
6462 1997 3978
7729 1998 1636
5543 1997 4000
5443 2000 3368
4226 1998 2344
8690 2002 1218
7055 1996 1106
5348 1992 4782
5069 1991 1585
8168 2000 1316
5010 2002 2293
3640 1996 3035
6501 1997 1620
4932 1994 1631
6305 1998 2600
9027 1992 4895
8144 1993 1312
8525 1994 3995
5173 1990 4427
8396 1992 4119
8149 1994 2764
7601 1995 2458
6995 1993 3968
8372 2001 2700
7547 1993 3835
7820 1993 2704
3591 1993 3205
6044 1990 3047
5413 2003 1935
5209 2002 1299
4436 1999 4214
3578 1994 2366
6300 1996 3161
4655 1994 1748
8328 1990 3390
6863 1992 1989
5777 1993 2902
5545 1993 2688
9119 1991 2638
5954 1997 1747
9122 1997 3238
8984 1992 3299
7499 1991 3050
4792 2003 3833
4957 1995 1000
9098 2003 1417
8629 1993 4079
6470 1995 1501
5892 2003 1908
5342 1993 4134
7532 1995 2500
3882 2002 4825
9331 1994 2656
5783 1992 4983
8293 2001 1995
4317 1991 1082
7938 2003 2432
3600 2003 3026
5315 1999 1855
3967 2000 1554
5395 1991 4143
3517 1997 2541
3298 2000 3706
4106 1996 1138
7549 1993 1951
5577 2000 1302
7912 1992 2789
6412 1995 1848
5989 1991 4555
4206 1998 2801
7144 1992 3085
7288 1998 2458
5444 2001 4968
6160 1996 1546
8164 1995 2603
7900 1997 4504
9710 1996 4549
7438 1992 2088
7634 2002 1856
5216 2000 4710
9810 2002 1642
9622 1995 4027
3330 1993 1354
9914 2003 2745
4243 1990 4305
6136 1993 1043
7872 1996 4613
8600 2003 4432
8998 1998 3205
9138 2003 1253
9859 1999 3077
5412 1994 2487
3128 1990 3753
4430 1999 4639
9658 1998 2220
7089 1992 3164
7679 1997 2307
9406 1999 2194
6914 1992 3243
8552 2002 1636
8313 1999 4395
5787 1991 4879
7335 1994 4232
8570 1993 3602
4544 2000 4361
3560 1992 4871
4667 1998 1418
6363 1995 4469
6122 2003 3731
6762 2002 1788
8305 1991 2032
9504 1998 3996
3691 2003 3058
8821 1996 3988
5074 1997 4767
5086 1992 4705
8848 2000 4092
9880 1998 1517
4430 1990 3163
8333 1990 1261
6779 1990 3797
9289 1998 2327
5389 2002 3448
9305 1994 1269
8040 1998 1591
4554 1998 4006
9386 1997 3811
6745 1996 2127
9041 2000 2793
5766 2003 2833
4187 1996 1914
4647 1995 3562
8217 1991 2182
6233 2002 2313
4343 1995 2668
4327 1991 4010
9839 1999 1427
6131 1999 4521
6163 1995 1431
6040 2001 1697
8576 2000 1125
4952 2001 1001
6487 2002 4933
3303 1995 4329
9089 2001 4304
3728 1992 3709
4739 2002 3335
6512 1996 2736
4312 2002 4610
6151 1995 3802
5390 1996 4466
6362 2000 1913
5293 1991 4183
4009 2002 1318
6594 1996 2237
4760 2001 1600
8223 1994 3889
6073 2001 4069
5927 2002 4391
6045 1992 3544
6498 2001 1424
5355 2003 3544
6289 1992 3632
5402 1994 4890
4663 1990 2883
7268 1992 1641
8439 2000 2603
4660 1992 3124
8311 2003 4035
9125 1996 4288
3267 1990 1798
3355 1999 3944
9022 2003 3180
8536 1995 1525
6984 1991 2951
6148 1992 4959
3835 1996 3177
4199 1995 3749
7240 2001 4786
5092 2002 1599
9455 1998 3611
7691 1996 2556
4455 1998 2960
8399 2002 4093
9711 1999 4077
4661 1990 2402
4888 1995 4956
4151 1992 3484
8069 2002 4650
3093 2001 2236
9153 1991 2748
5550 1997 3543
4611 1999 4969
9433 1995 1146
3615 1998 4136
9478 2002 2415
6215 2000 4227
3534 1999 4743
7637 1991 2898
7179 1993 3549
5401 1992 1278
9664 1992 2151
7025 2001 3138
6064 1997 3360
3883 2001 3407
9456 1999 2373
6395 1996 3859
8729 2003 4917
9886 1993 4534
9448 2001 4093
8395 2001 1500
9287 1997 4054
6087 1996 2214
3283 2000 4966
8746 1992 4598
8480 2003 2705
6214 1993 3412
7454 1998 4217
7427 1992 3858
3977 1993 2874
8208 1998 2276
4900 1992 2820
4408 1994 4996
3399 2003 2800
6026 1998 3738
4043 2000 1951
5039 1996 4006
7474 1993 3217
5735 1990 1475
3388 1998 3780
6136 2002 3827
8242 1999 2124
5131 1990 2766
4230 1994 4234
8733 1999 4806
5903 1994 1797
6800 1991 4505
3371 1996 4081
8779 1999 1003
7983 1998 1531
5323 2002 4594
6174 2002 2930
7181 2002 2275
7916 2000 4746
3749 1997 3717
3196 1994 3170
8309 1993 3797
7916 1990 2849
8824 1993 3335
9115 1993 1707
5576 2003 1841
3415 1992 4000
9266 1993 3628
3006 2001 2628
5414 2003 2327
8201 1992 3959
5204 2003 4499
4964 1998 2038
5191 1992 1830
3558 1998 4366
6538 1991 2196
7231 1994 4299
3805 2000 3490
6310 2003 1535
6010 1997 4602
4559 2002 1983
6052 2000 3266
3025 2001 2732
3708 2001 4822
3505 1990 1143
6032 2003 2441
4350 1996 4965
8925 1993 3363
6801 1992 4089
7253 1996 4298
7338 1993 3357
5847 1990 4484
7311 2000 2198
3648 1997 2657
6939 1999 3930
6328 2003 1225
5017 1995 1800
4102 1991 2921
9435 1992 1611
8855 2003 2001
5240 1994 2464
8769 1999 4282
8108 1992 3123
5694 2000 1174
7481 1994 2157
8196 1991 4501
6838 1997 3520
6675 1999 1694
5083 1994 1853
3515 1996 2833
3884 1994 3237
5212 1996 3555
8005 1993 4787
3639 1993 2075
6357 1996 2421
5180 2001 1004
7468 1994 4976
5032 2002 3604
8290 2003 2549
8622 1998 2439
3041 2000 3725
7876 1992 2567
4253 1999 1178
4554 2002 3936
4904 2002 1312
9334 1994 2136
7852 1990 4905
4706 1998 3575
5573 1997 3798
3091 1994 1673
7938 1999 3614
4695 1992 2739
7271 1995 4837
4485 2001 2559
6987 1990 3037
7707 1991 3923
8076 2000 3367
4659 2003 3748
6529 2003 4733
7055 1996 2904
7429 1996 2198
5306 2003 4862
6811 1998 4950
5985 1994 3387
5728 1992 4180
4408 1999 1385
3927 1998 3547
9400 1998 3745
8702 1993 3366
5656 1997 3191
8550 2001 1806
7487 1994 3018
4321 2003 3196
4398 1996 2159
4369 2003 3023
6109 2002 1765
4885 2001 1068
8974 1990 4583
7550 2000 1261
8357 1998 3922
7970 2001 1201
5811 1992 4603
4267 1996 1821
4781 1999 4136
7969 1990 3159
5252 1994 2339
8784 1999 3741
9731 1993 2726
9112 1993 4049
9448 1997 4554
3133 2003 4307
6291 1995 2906
7579 1997 3322
4375 1997 4996
5765 1998 2588
4752 1995 4056
7719 2003 1986
8827 2001 1202
8852 1991 1527
4782 1995 2749
4793 2003 4629
4203 1994 2399
5278 1998 3667
9599 2002 2098
7087 2002 2792
5547 1991 2809
4900 1993 2952
9541 1999 2216
8306 1997 1926
7033 1991 2690
5001 1990 4829
5627 2002 1812
9585 1994 2284
9135 1993 3898
5964 1990 2995
7463 2002 1696
9399 1995 1616
4524 1998 2392
4146 2002 3063
3509 2002 2982
7220 1998 2210
5271 1998 3349
7163 1990 4965
8710 1995 2845
4336 1999 3840
5414 1992 3642
6744 1999 2061
8575 1994 3398
8820 1995 3844
9047 1990 2041
3467 1994 2974
9935 1994 3639
4705 2002 2827
9928 1993 2213
4222 1992 4630
8629 1992 4734
7447 1998 4764
6060 2003 4383
9316 1996 2867
5799 2001 1068
4669 1994 2476
6151 1993 4887
5908 1994 1066
8030 1996 1388
6353 2000 3226
8003 1998 3084
8855 1998 1647
7208 1990 3577
5971 1997 3490
7637 1995 1777
9929 1991 1434
4598 2000 2103
4333 1991 2706
3515 1998 1085
7866 2000 1840
6211 2002 3619
5698 1995 1976
4026 1993 4701
6144 1994 2697
9926 1995 2191
6319 1990 3289
4222 1996 1495
6691 1994 3992
8511 2002 4761
7631 2003 1881
5815 1994 3598
8358 1997 3192
3807 1999 1603
5615 2003 4037
7232 2003 3694
3077 1997 2009
7694 1998 3751
8477 2001 4374
7752 2003 2846
7274 1999 2174
6389 2000 2220
5064 1993 3251
3062 1991 1006
3181 1995 4378
9011 1996 1994
9860 2003 4093
4453 1992 2889
9849 1996 3160
6007 2000 4766
3405 1997 2035
9324 2000 3121
6983 1996 4196
9357 1992 3010
3965 1990 3612
9100 1996 1737
6789 1993 1161
7725 2001 2702
5018 1998 1226
8712 1992 1527
9855 1998 2885
4525 1999 2738
9144 1998 2124
8892 1996 3563
9018 2002 2817
6445 1991 3784
6298 2002 2687
3522 1996 2322
5466 1996 1714
5080 1990 2515
8160 1990 3058
6792 2001 2980
9767 1990 2335
6272 1994 3964
5662 2000 3720
8056 1994 4226
8467 2002 4154
4796 1994 1242
5594 1994 2403
8981 2001 2156
8240 1995 4147
6100 1997 4248
5600 1993 3306
9373 2001 1516
7619 1991 3775
6138 1991 1962
5896 1996 1224
9537 1990 2289
9726 2001 1635
9056 1995 3987
4142 2000 4743
3753 2001 4743
8361 2001 3227
6681 1998 3841
8215 2002 4974
7033 1995 3266
3203 1992 1726
4323 1995 4627
8598 1994 1145
4265 1993 3152
4273 1996 1907
4793 2000 2368
9542 2002 3680
4831 1996 2093
3687 1992 3206
8632 1997 1988
3688 1990 1620
6401 2000 1644
7161 2000 4820
3398 1997 2506
4667 1991 3786
3805 1994 2676
4519 1994 3744
7377 1995 1888
3255 2000 2773
6979 1995 3662
5926 1993 3910
6057 1990 4592
8317 1999 2256
5501 2000 4405
8974 2001 4155
6591 2002 3531
9475 1992 2716
6236 1995 1010
4815 1990 1161
6873 2001 1413
9224 1992 4809
5829 1998 1673
5006 1997 2404
5184 1991 1819
7129 1997 1195
9031 2002 1120
4891 1993 1657
8860 1996 4168
6668 2003 1941
4429 2002 3198
7424 1993 4447
8332 1995 3909
5502 1997 1773
4759 1990 3108
8109 1992 4671
8398 1991 3709
4103 1991 3910
4527 2001 4754
3453 2003 3703
7796 1995 4728
7372 1995 1278
3672 1992 1506
3199 1991 4869
4323 1991 2728
5003 2001 1395
4895 1996 2234
5287 1990 4328
4304 2001 3564
7693 2003 1896
3504 1993 4157
8706 1991 3604
7150 1993 2874
9654 2002 4755
3787 1990 3468
9908 2002 2705
4964 1992 3795
8223 1990 3165
4155 1999 4244
7051 2001 3411
9932 1991 4505
6179 2000 3311
4177 1991 3087
7558 1992 4455
4370 2001 1208
8020 1999 4980
8602 1994 2401
6561 1995 2027
7195 2000 1265
7464 1998 2952
4007 1991 4474
7905 2000 3141
7121 2000 2557
4747 1993 2299
7513 2001 2721
8559 1998 3654
5887 2001 3879
5689 1992 3109
5076 1990 2883
8501 2001 1005
9645 2000 3677
5574 1994 4188
8825 2003 3886
5907 1996 1949
9288 1996 1651
4979 1990 3338
5744 2003 3091
9937 1999 1935
7351 1995 2295
9501 1999 2210
4153 1995 4318
9323 1992 3408
7353 2002 3918
7954 2003 3387
4719 1992 2388
9610 1998 1796
9752 1991 4719
8592 2003 1997
5467 1999 4295
8336 2002 4242
6178 1994 3832
6369 2003 1189
3192 1995 4887
3539 1996 1455
4503 1992 4233
4256 2001 3177
5372 1993 1062
8201 2000 1874
3641 1999 1745
5638 1996 1146
4432 1999 3985
3575 1993 2804
6324 1998 2309
6823 1996 3082
5372 1991 3023
9040 1999 4301
8198 2000 4711
3818 1993 1512
9351 1990 1172
8346 1997 4037
3041 1994 1416
4071 2000 1883
3794 2003 2551
6761 1999 3112
3102 1992 4369
3182 1999 4810
3791 1999 2008
7034 1994 1770
6333 1995 4125
5016 1996 1846
3884 2002 3987
9642 1997 2101
7410 1994 4846
5608 1994 4753
9494 1992 4340
8390 2000 1462
3751 1996 1331
5407 1999 4419
4159 2000 1244
4833 1993 3453
7933 1995 4180
4591 2001 3637
3431 1996 4148
9930 1995 2400
9981 2002 3032
6953 1993 2568
4660 1991 3501
3896 2002 4829
5326 2002 3846
5346 1997 4915
4390 2003 4369
8676 1999 3482
9169 1991 1913
5088 1999 1753
5220 1997 4750
7575 1997 2110
6090 1999 1663
6091 2002 1102
7516 1998 4881
5143 1997 2344
5511 1990 3375
9916 2002 4755
3811 2003 4590
6098 1992 3107
3808 2000 2961
4008 1995 4115
6984 1999 3546
6251 1996 4970
4906 1990 2989
8683 1994 4878
9361 1999 2392
6383 2002 2030
4982 1990 4249
5556 2001 1963
4890 2002 1854
3540 1996 1433
6530 1993 2126
9870 1990 3771
4675 2002 3249
5470 2002 1367
7937 2000 4455
8867 1997 4809
7401 2001 3665
5838 1996 1660
4011 1999 1165
5052 1991 1508
6486 2003 1359
3291 1992 4985
7072 1991 2840
9411 1994 3121
3140 1994 4107
3949 2002 1473
5783 1995 3134
8311 1999 4459
4944 1998 3888
5754 1991 4388
6694 1999 2009
7565 2002 1071
8380 1995 2536
6655 1993 3080
4352 1990 1308
8269 1996 1997
6706 1993 2679
4851 2002 3657
6562 2001 3609
9037 1994 2929
9865 1993 4278
3701 1990 1748
6429 1994 2813
6381 1991 4040
9736 1993 4323
7134 1998 1969
4686 1990 2297
8430 1992 1736
6445 1992 2423
4780 1990 2859
7029 1990 2982
9159 1991 4159
6697 1991 3497
5814 1995 2140
7599 1993 4645
3660 2000 3937
5124 1990 1525
5843 1993 2486
8859 1994 2334
7544 1994 2308
3395 2003 2494
4303 2003 2375
6419 2003 4124
5901 1992 3780
4738 1990 4533
3499 1994 3123
9472 1996 4167
3858 1991 2437
5877 2001 2939
7232 2003 3883
7010 1992 4760
3086 2002 3880
9466 1996 4505
4153 1992 4188
6932 1990 1593
8758 1998 3946
6533 1998 1583
8962 1991 4507
9548 1995 3090
3270 1999 2639
8340 1999 4035
5811 2002 1926
7140 1991 4751
8454 1990 3879
9291 1991 4725
5053 2002 2120
3028 1990 3015
6805 1999 2111
5657 1995 3192
5206 1992 4331
3177 1999 1254
7003 1997 2199
6625 2001 2195
5506 1993 3340
4530 2001 4817
5860 1991 2007
4343 1992 3294
5586 1999 1237
9765 1992 1969
3720 1998 3092
7815 1996 3088
7067 2003 3588
8580 2001 3801
9624 2002 2632
8678 1992 2125
3986 1996 2042
4680 1996 4804
4735 2003 1058
5267 1993 1358
6788 1998 1614
5230 1999 2868
5050 1995 3114
9395 1994 4035
9545 1994 3482
8105 1999 3610
5608 1990 4115
3630 1994 2668
9901 1993 4061
7304 1992 3436
6581 1992 1218
9897 1993 1014
3755 1999 3720
5846 2003 3331
5550 2002 1933
4240 1997 4562
4430 1999 3064
7765 1992 1706
6005 2000 3483
4465 1999 3384
5733 1991 1505
9084 1994 2186
6992 1992 3563
3023 1996 2936
5393 1997 2088
4464 2000 1768
4004 1996 2509
7384 1991 1434
4754 1998 1460
5641 1996 3121
7009 1998 1124
7295 1995 1416
9843 1998 3522
8793 1995 3592
6068 2003 3061
7079 1993 3822
5657 1994 4700
9488 1995 1648
4673 1996 2089
5887 1993 3315
5619 1991 3264
5868 1997 4056
7655 2000 3332
6703 1992 4919
5219 1991 2524
7943 1996 4087
9488 1999 4572
7135 1995 4360
9463 2002 1835
7108 2003 2755
8994 1996 3364
8088 1997 1629
5119 2000 4438
8691 2003 4563
4087 1998 3306
5562 1994 1440
3773 1999 3283
7064 1997 3486
9868 1991 4201
3049 2002 2385
4164 2000 1049
3498 1996 2330
4023 2001 3874
4637 1994 2996
6382 1997 1677
8197 1996 3077
8470 1990 2343
5996 1998 1601
9147 1999 2606
3951 1992 2797
6758 2000 3914
8968 1999 1979
3764 1992 3543
6221 1991 3375
9959 1990 1477
4325 1996 2017
4870 1999 2002
8572 1991 4815
6880 1998 4193
4588 1996 1557
6677 1993 3181
6502 1994 1036
4362 1996 1419
7393 1991 3420
4210 2002 1992
5415 1994 4285
8603 2003 1092
7557 1994 2808
9759 1999 3141
8553 1997 2564
4494 1991 4756
8456 1992 2496
5880 2000 3851
6299 2002 1895
8429 2001 1741
5124 2001 2234
3215 1997 1524
4840 1995 2279
5418 2002 2956
5179 1998 3217
9392 1998 1099
7035 1994 1280
9835 2002 1260
8603 2002 2247
8305 2002 4241
9143 1997 1415
5764 2002 4156
7619 1996 2396
7005 1999 2095
9184 1995 4853
8802 2002 2465
9345 1994 2690
5483 1999 2484
8840 1999 4787
8403 1995 4870
6857 1993 2260
3964 1998 3114
4229 1997 3559
9119 2002 2959
3647 1998 2139
3254 2002 3250
4187 1991 1739
8852 1990 2275
3089 2001 3507
3598 1998 4806
9349 1991 2199
4345 1995 4410
5004 2003 4915
7066 1994 1916
8624 2001 1339
5846 2000 3395
4775 2001 3105
3907 1996 2093
8461 1991 1683
9443 2000 3417
4645 2000 1378
8584 1995 2485
8969 2001 3018
8479 2003 1575
3628 1992 1573
3124 1991 1439
6867 1993 4785
7264 2000 1489
7163 2003 1897
9189 1995 1368
4988 1994 1368
4890 1998 4987
9954 2002 4109
4778 1995 3707
3810 2001 1334
5150 2000 3490
4197 1995 2806
7857 1990 2731
3944 2001 2900
6289 1996 2666
4144 2001 4202
5128 2003 4487
5851 1991 2622
6586 1990 1835
5039 1992 2234
9714 1990 3838
4501 1992 3584
7273 2003 4565
4730 1995 2215
4185 2003 3813
5081 1991 4832
6296 1998 3348
4134 1998 4697
9359 1997 3803
6938 1990 4009
6391 1990 4886
3909 1998 2448
9840 1993 1703
5968 1991 2814
9439 1999 4763
9927 1996 2995
6042 2002 4376
7976 1995 2771
7058 1994 2117
8318 2002 4032
6314 1999 3032
9980 2001 1310
5989 1991 1262
7461 1994 1767
6229 1996 4206
7812 1992 1641
8742 1999 1925
4941 1992 3927
8611 2000 1707
5735 2003 4203
7096 1991 3301
6108 1996 4027
6010 2000 4786
7057 1998 1833
6641 2000 1694
9659 1999 1107
9614 1998 1748
6061 1991 2759
4071 1999 3373
9002 1992 4484
6129 2003 4566
3814 2000 2482
3928 1994 4191
5907 1991 3438
8244 2002 2831
8711 1990 2897
7035 1993 4006
5593 2000 2284
5180 2002 1510
6728 1999 1218
6603 1992 1403
8870 1993 2219
9053 2002 2650
7753 2002 1342
7089 1990 2053
8934 1995 1848
4043 2000 3359
8811 2000 4020
8982 2001 4928
4616 1991 3810
5362 1993 3352
3022 2000 2759
8311 1998 3716
9094 1998 3188
5088 1998 3920
8331 1999 1616
4128 1998 3430
7208 1993 4779
3563 1990 1102
8591 1997 1055
3987 1993 3589
4987 1991 1474
3654 2000 4996
4278 2000 1753
5834 1996 3478
9299 1999 2682
7934 1999 3425
5896 1991 1206
7327 1995 2922
8057 2000 1845
5292 1990 1593
7269 2003 4869
8289 1990 1621
7556 2001 3172
5508 1998 1630
8611 2001 1999
5840 2000 4889
5674 1998 3675
8970 2002 2443
7666 2002 2174
4020 1990 4130
3356 1993 3044
4755 1999 1099
7840 1995 1353
8470 1998 1625
7263 1996 1623
9160 1996 4605
7153 1990 4343
4662 1993 3605
5552 1993 2411
8531 1991 4296
6681 1994 4398
5666 1994 2272
7900 2003 4981
8954 2000 2964
3928 2001 4442
6936 2003 2355
5814 2000 4395
5233 1999 1062
7184 2001 1732
6438 2000 1988
3942 1994 3677
3785 1990 4939
5526 1995 3483
7272 2000 1779
4769 1994 4448
7316 1991 4420
3025 1998 1360
5621 1990 1172
7005 1998 3902
3946 1990 1754
7965 1999 1902
9138 1999 3973
9948 1992 3414
5702 2002 3522
9694 1992 1018
9904 2003 1349
3096 2001 4729
9187 1993 4890
8390 1990 1862
9191 1990 2197
6853 1994 1854
6408 1998 4766
4830 1999 4343
6841 1995 2408
8537 1994 3650
4723 1999 1342
6890 2000 3837
7594 1990 2408
5200 1991 1843
4142 1994 3097
4518 1990 3336
3168 1994 2649
4549 1996 2985
4524 1999 3075
8707 2000 4940
8137 2001 3570
6698 2000 2655
7236 1991 2353
8949 1996 4762
7078 1998 3245
5393 1992 4442
7189 1997 1652
4061 1994 4256
7831 2001 4924
8218 1996 4324
5805 1995 1823
4320 1996 3341
8459 1999 1181
8631 1995 1659
8620 1998 2917
7218 1994 1942
3059 1991 4490
7631 1998 4060
6853 1991 3495
4831 2001 2526
6885 1990 3287
5827 1991 2123
4017 1999 4230
4057 2003 3648
4706 1991 1231
5358 1991 2996
6669 1995 1154
3807 2000 1569
3259 1999 3320
4818 2001 3259
7150 2003 2308
5824 1991 2189
8248 1997 3144
6059 2001 1115
4007 1994 3803
8028 1996 2490
9477 1995 4509
9587 1990 2505
9055 2002 4088
7888 1992 2781
3754 2003 1602
6153 2000 2599
8918 1992 2595
8210 1996 2338
8329 1994 2952
4982 1990 1598
7598 1998 3906
7828 1993 1719
5699 1998 4681
8364 1990 3755
8000 2001 1948
7347 1992 4068
7294 1998 4996
8385 2000 4915
7799 1990 1756
5234 2002 2688
8388 1993 1233
4834 1994 1744
7163 1991 4633
4504 1998 1261
